Annotation1,Annotation2
ZS01g0083800,ZS09g0313600
ZS07g0188000,ZS01g0028800
ZS01g0799900,ZS01g0554600
ZS10g0304700,ZS11g0252100
ZS05g0410100,ZS01g0718400
ZS08g0505600,ZS03g0282600
ZS10g0055600,ZS12g0164900
ZS12g0059600,ZS12g0312100
ZS06g0312000,ZS04g0594800
ZS01g0479100,ZS11g0102500
ZS05g0042300,ZS06g0650900
ZS07g0526900,ZS07g0089600
ZS11g0447900,ZS12g0101500
ZS05g0472300,ZS08g0416900
ZS05g0573700,ZS04g0670100
ZS11g0482200,ZS04g0767500
ZS12g0496700,ZS10g0041000
ZS05g0595500,ZS03g0371200
ZS06g0566600,ZS02g0310700
ZS02g0199500,ZS02g0148500
ZS07g0278700,ZS07g0525000
ZS04g0588000,ZS02g0480900
ZS02g0116300,ZS06g0038500
ZS11g0332000,ZS07g0355900
ZS04g0519300,ZS02g0204100
ZS09g0024700,ZS07g0196100
ZS02g0217800,ZS04g0116200
ZS03g0537000,ZS05g0257800
ZS06g0234800,ZS07g0379300
ZS01g0636300,ZS10g0063500
ZS09g0423000,ZS12g0466300
ZS06g0076000,ZS06g0571600
ZS06g0216000,ZS01g0757800
ZS06g0575600,ZS08g0436900
ZS12g0011900,ZS07g0456900
ZS08g0229200,ZS02g0623600
ZS01g0373300,ZS01g0219800
ZS05g0022400,ZS01g0251400
ZS08g0579600,ZS07g0485200
ZS04g0557600,ZS06g0049700
ZS02g0014900,ZS01g0398900
ZS08g0031400,ZS12g0518500
ZS05g0312500,ZS03g0730700
ZS06g0139600,ZS07g0428100
ZS11g0060400,ZS09g0419000
ZS03g0456200,ZS01g0458000
ZS03g0243800,ZS02g0302800
ZS12g0448600,ZS11g0424500
ZS10g0314600,ZS12g0357800
ZS02g0151100,ZS05g0129000
ZS08g0049600,ZS09g0011600
ZS07g0208200,ZS01g0423700
ZS09g0326300,ZS07g0150600
ZS07g0242300,ZS08g0225300
ZS12g0038600,ZS10g0397000
ZS05g0441900,ZS04g0783900
ZS02g0426400,ZS02g0609600
ZS06g0533600,ZS02g0296500
ZS04g0182700,ZS03g0431300
ZS01g0803600,ZS10g0054800
ZS12g0356400,ZS11g0066900
ZS08g0619700,ZS04g0680400
ZS04g0517500,ZS02g0051300
ZS02g0575600,ZS02g0233400
ZS01g0169600,ZS07g0434600
ZS02g0244000,ZS08g0086100
ZS08g0197600,ZS06g0638000
ZS03g0732400,ZS05g0560800
ZS07g0573500,ZS02g0321800
ZS01g0411200,ZS02g0053700
ZS12g0503300,ZS05g0028300
ZS01g0505600,ZS02g0545700
ZS10g0128100,ZS01g0655500
ZS01g0784400,ZS06g0439700
ZS01g0723900,ZS08g0620200
ZS02g0713600,ZS01g0023000
ZS10g0289500,ZS11g0437000
ZS12g0018200,ZS10g0284000
ZS01g0744700,ZS09g0237500
ZS12g0231300,ZS03g0655000
ZS02g0226200,ZS02g0427600
ZS08g0151200,ZS10g0355800
ZS06g0447800,ZS07g0362100
ZS12g0064800,ZS01g0237900
ZS06g0528500,ZS04g0336200
ZS02g0431000,ZS08g0486000
ZS12g0021600,ZS02g0274000
ZS08g0302700,ZS01g0325300
ZS02g0624100,ZS01g0025500
ZS05g0385300,ZS07g0208200
ZS12g0372000,ZS12g0031600
ZS12g0274500,ZS08g0378200
ZS01g0483500,ZS06g0040300
ZS07g0018200,ZS05g0243200
ZS02g0622700,ZS08g0476600
ZS02g0216600,ZS11g0444000
ZS09g0314100,ZS04g0015300
ZS12g0393500,ZS07g0113600
ZS04g0623500,ZS05g0196500
ZS01g0727900,ZS08g0196500
ZS04g0190900,ZS10g0244000
ZS12g0067100,ZS11g0441300
ZS09g0359600,ZS07g0095200
ZS11g0465000,ZS07g0199800
ZS08g0460900,ZS01g0615800
ZS02g0164500,ZS11g0497100
ZS03g0184100,ZS10g0448400
ZS11g0238700,ZS03g0544400
ZS05g0030700,ZS02g0576100
ZS01g0090500,ZS10g0349700
ZS11g0407300,ZS10g0041500
ZS03g0070100,ZS06g0439500
ZS05g0540000,ZS04g0686500
ZS10g0211000,ZS03g0706000
ZS04g0052400,ZS02g0045300
ZS04g0126700,ZS02g0184300
ZS07g0383400,ZS05g0209900
ZS05g0516300,ZS06g0343000
ZS01g0011100,ZS11g0022800
ZS11g0321200,ZS05g0126800
ZS02g0420600,ZS11g0232600
ZS05g0535400,ZS04g0259100
ZS01g0699600,ZS09g0075300
ZS02g0393300,ZS11g0300400
ZS03g0100500,ZS04g0080700
ZS10g0435900,ZS01g0184600
ZS08g0230800,ZS03g0477900
ZS10g0365000,ZS12g0234900
ZS02g0637800,ZS12g0434800
ZS12g0026900,ZS10g0315500
ZS04g0569600,ZS03g0164800
ZS08g0346700,ZS02g0358300
ZS05g0400400,ZS09g0325700
ZS04g0533400,ZS11g0182900
ZS09g0415800,ZS04g0229800
ZS07g0238300,ZS05g0215400
ZS11g0044300,ZS02g0224700
ZS11g0064600,ZS04g0173000
ZS04g0628400,ZS11g0637500
ZS06g0043900,ZS06g0440500
ZS07g0552500,ZS02g0607900
ZS04g0236400,ZS02g0589300
ZS07g0232700,ZS10g0275400
ZS02g0160200,ZS01g0313500
ZS05g0250800,ZS09g0313100
ZS03g0299700,ZS04g0276900
ZS08g0268700,ZS02g0661600
ZS12g0254200,ZS03g0337600
ZS12g0043700,ZS02g0070200
ZS04g0221100,ZS08g0521400
ZS02g0701000,ZS07g0431200
ZS12g0233400,ZS01g0430200
ZS09g0394200,ZS12g0214900
ZS09g0397400,ZS03g0102600
ZS02g0334800,ZS08g0075000
ZS08g0170100,ZS06g0545100
ZS10g0353300,ZS12g0476300
ZS02g0384700,ZS12g0164300
ZS05g0537700,ZS10g0392200
ZS06g0615800,ZS03g0176000
ZS07g0205400,ZS05g0109700
ZS02g0324000,ZS02g0459700
ZS03g0513700,ZS07g0020200
ZS11g0432500,ZS11g0069600
ZS03g0631700,ZS10g0240000
ZS06g0169200,ZS10g0475300
ZS04g0228000,ZS02g0243600
ZS01g0392100,ZS07g0154300
ZS02g0631900,ZS11g0112600
ZS12g0456500,ZS07g0523600
ZS04g0085200,ZS01g0617200
ZS06g0372000,ZS01g0314700
ZS05g0569600,ZS01g0774800
ZS08g0056200,ZS11g0442400
ZS07g0337600,ZS10g0013700
ZS09g0326800,ZS08g0299000
ZS04g0638600,ZS02g0039200
ZS02g0396400,ZS12g0030100
ZS11g0027800,ZS09g0324200
ZS10g0461000,ZS08g0440400
ZS06g0643500,ZS10g0029100
ZS01g0445200,ZS03g0154000
ZS12g0338500,ZS08g0412100
ZS05g0595300,ZS09g0286300
ZS08g0267000,ZS04g0621900
ZS08g0318100,ZS02g0416800
ZS11g0582900,ZS08g0123800
ZS10g0429900,ZS10g0362300
ZS05g0278200,ZS01g0325300
ZS07g0571400,ZS04g0777200
ZS03g0508800,ZS04g0477200
ZS05g0178800,ZS12g0089600
ZS08g0478500,ZS03g0219500
ZS03g0187700,ZS12g0378900
ZS03g0138600,ZS09g0349700
ZS01g0261400,ZS01g0028700
ZS01g0114300,ZS04g0337800
ZS07g0145900,ZS01g0282800
ZS03g0465700,ZS02g0484800
ZS12g0124300,ZS02g0052000
ZS02g0130900,ZS06g0558300
ZS10g0215600,ZS06g0038200
ZS07g0094900,ZS02g0606200
ZS06g0442300,ZS06g0141800
ZS06g0581200,ZS09g0070500
ZS06g0022700,ZS11g0267900
ZS01g0742200,ZS09g0356100
ZS02g0050800,ZS02g0645100
ZS11g0046300,ZS06g0189600
ZS09g0098600,ZS10g0196300
ZS04g0097400,ZS12g0395200
ZS08g0311500,ZS07g0433200
ZS01g0274100,ZS05g0609100
ZS04g0270300,ZS01g0179300
ZS03g0354500,ZS09g0348600
ZS08g0116800,ZS09g0346900
ZS03g0337100,ZS01g0499500
ZS06g0148400,ZS05g0217900
ZS06g0306100,ZS05g0606900
ZS03g0463700,ZS04g0174200
ZS07g0080900,ZS11g0155000
ZS02g0605600,ZS03g0110500
ZS05g0409100,ZS02g0298300
ZS12g0372400,ZS09g0201100
ZS02g0327900,ZS04g0188400
ZS07g0481600,ZS05g0114300
ZS11g0486700,ZS04g0052900
ZS04g0238700,ZS08g0253800
ZS07g0486200,ZS03g0316100
ZS01g0090500,ZS03g0545000
ZS07g0538600,ZS06g0020900
ZS03g0176500,ZS06g0266500
ZS10g0191800,ZS07g0423300
ZS06g0260800,ZS01g0690900
ZS07g0412400,ZS09g0373400
ZS07g0526700,ZS11g0221200
ZS12g0235700,ZS07g0443800
ZS06g0663000,ZS09g0048300
ZS02g0245800,ZS10g0172000
ZS11g0331000,ZS05g0385100
ZS01g0707300,ZS05g0056200
ZS06g0074400,ZS03g0171000
ZS07g0273900,ZS06g0530700
ZS10g0108500,ZS10g0448000
ZS06g0562500,ZS06g0568700
ZS01g0797100,ZS09g0022800
ZS04g0219900,ZS08g0124500
ZS01g0425100,ZS03g0393400
ZS01g0056600,ZS08g0639600
ZS03g0153900,ZS03g0034700
ZS03g0418500,ZS05g0189000
ZS06g0637100,ZS10g0371900
ZS06g0202300,ZS02g0330300
ZS06g0292000,ZS02g0699400
ZS09g0283600,ZS10g0155900
ZS11g0326500,ZS02g0216000
ZS09g0264800,ZS02g0596600
ZS09g0394800,ZS10g0185100
ZS05g0422700,ZS05g0588900
ZS05g0601400,ZS03g0074400
ZS10g0356000,ZS06g0375700
ZS08g0325700,ZS07g0279700
ZS09g0160400,ZS03g0356700
ZS02g0561000,ZS11g0423100
ZS04g0129100,ZS01g0697600
ZS12g0051600,ZS06g0547100
ZS08g0414900,ZS06g0530400
ZS01g0030600,ZS12g0265000
ZS01g0071000,ZS03g0108000
ZS10g0187500,ZS10g0268800
ZS11g0032700,ZS03g0204300
ZS11g0623100,ZS02g0707400
ZS07g0285800,ZS05g0507700
ZS11g0364000,ZS07g0574700
ZS10g0288100,ZS10g0096300
ZS02g0013700,ZS01g0482500
ZS04g0173100,ZS12g0203000
ZS04g0747600,ZS02g0719000
ZS06g0197300,ZS02g0460100
ZS07g0378100,ZS02g0071400
ZS05g0597100,ZS10g0061300
ZS02g0700100,ZS03g0029000
ZS09g0116700,ZS08g0348200
ZS03g0741900,ZS08g0541700
ZS08g0566300,ZS01g0056200
ZS02g0614800,ZS09g0283800
ZS08g0132700,ZS01g0316000
ZS09g0320300,ZS06g0541800
ZS07g0391000,ZS05g0517900
ZS04g0765200,ZS04g0682400
ZS08g0114900,ZS11g0407900
ZS08g0545300,ZS04g0196400
ZS01g0482100,ZS01g0022800
ZS12g0233900,ZS02g0247000
ZS02g0691700,ZS05g0390000
ZS01g0701000,ZS01g0651800
ZS10g0458300,ZS03g0456600
ZS02g0707900,ZS01g0645100
ZS10g0189700,ZS03g0070300
ZS06g0526000,ZS10g0380700
ZS01g0043000,ZS12g0371200
ZS12g0410100,ZS01g0509100
ZS11g0488700,ZS10g0461500
ZS03g0821800,ZS06g0581500
ZS03g0106600,ZS09g0176400
ZS07g0354100,ZS08g0305500
ZS06g0374400,ZS08g0566000
ZS06g0326100,ZS05g0577000
ZS06g0193000,ZS04g0776400
ZS06g0328700,ZS03g0063600
ZS12g0215300,ZS03g0051200
ZS02g0026000,ZS06g0294800
ZS01g0259400,ZS02g0525800
ZS07g0285400,ZS08g0606800
ZS04g0123800,ZS08g0420600
ZS03g0737300,ZS08g0469600
ZS04g0799200,ZS10g0341600
ZS11g0419800,ZS11g0577900
ZS02g0238000,ZS09g0085400
ZS01g0144200,ZS07g0190200
ZS03g0070200,ZS01g0170000
ZS06g0633400,ZS05g0195500
ZS08g0164500,ZS05g0584600
ZS08g0585800,ZS06g0055600
ZS05g0459200,ZS11g0122900
ZS08g0397700,ZS12g0479700
ZS02g0297000,ZS08g0070400
ZS05g0435500,ZS01g0557100
ZS04g0357400,ZS02g0196600
ZS10g0243700,ZS10g0101400
ZS01g0737500,ZS07g0459500
ZS01g0171500,ZS04g0487800
ZS11g0600000,ZS05g0361800
ZS03g0585500,ZS11g0030800
ZS07g0532300,ZS08g0053000
ZS05g0513700,ZS06g0104100
ZS02g0294500,ZS11g0208400
ZS02g0011600,ZS01g0348800
ZS03g0615700,ZS02g0323000
ZS01g0747900,ZS03g0013500
ZS04g0335300,ZS02g0147000
ZS07g0048000,ZS07g0086800
ZS07g0300500,ZS02g0296900
ZS05g0229900,ZS02g0252300
ZS11g0460100,ZS02g0519900
ZS11g0070800,ZS02g0498800
ZS06g0337900,ZS03g0719200
ZS11g0447700,ZS03g0470700
ZS08g0435700,ZS11g0537000
ZS01g0640000,ZS01g0117000
ZS07g0124600,ZS01g0537300
ZS10g0377400,ZS10g0271800
ZS09g0336300,ZS08g0226500
ZS10g0189700,ZS03g0613200
ZS04g0596800,ZS04g0176400
ZS10g0238100,ZS02g0028400
ZS08g0153700,ZS06g0412200
ZS04g0339600,ZS03g0462000
ZS11g0233800,ZS05g0010600
ZS03g0316400,ZS09g0179100
ZS04g0676500,ZS01g0114300
ZS12g0011200,ZS10g0434500
ZS01g0094800,ZS06g0151900
ZS05g0258000,ZS06g0573800
ZS10g0360000,ZS12g0018900
ZS02g0044000,ZS03g0394200
ZS07g0378600,ZS04g0295100
ZS07g0274700,ZS06g0444300
ZS08g0607800,ZS06g0331500
ZS07g0299700,ZS02g0429000
ZS01g0214300,ZS11g0220000
ZS11g0430300,ZS03g0165300
ZS06g0258800,ZS04g0392200
ZS08g0219900,ZS03g0205400
ZS08g0133800,ZS06g0143100
ZS04g0790500,ZS08g0267400
ZS01g0451700,ZS01g0461000
ZS11g0603700,ZS04g0549300
ZS03g0286300,ZS04g0183300
ZS05g0048800,ZS03g0226100
ZS01g0463600,ZS10g0094000
ZS12g0257300,ZS11g0028600
ZS11g0088800,ZS05g0537500
ZS07g0147800,ZS09g0067700
ZS09g0239200,ZS11g0228000
ZS01g0388700,ZS10g0331300
ZS04g0534300,ZS11g0312200
ZS11g0514500,ZS08g0169000
ZS08g0070100,ZS12g0023100
ZS05g0166800,ZS09g0271600
ZS12g0467600,ZS12g0462700
ZS01g0703300,ZS01g0122300
ZS08g0266200,ZS11g0355800
ZS01g0729200,ZS08g0070300
ZS12g0138900,ZS07g0540000
ZS07g0334700,ZS05g0442000
ZS03g0389000,ZS03g0044500
ZS07g0155200,ZS01g0112000
ZS06g0138100,ZS11g0172600
ZS08g0288300,ZS02g0307900
ZS07g0092800,ZS05g0217900
ZS03g0478300,ZS10g0445100
ZS06g0375100,ZS01g0587400
ZS12g0478200,ZS07g0257900
ZS06g0483700,ZS02g0431300
ZS03g0605300,ZS02g0035700
ZS12g0405100,ZS08g0468700
ZS02g0170500,ZS08g0558000
ZS12g0503200,ZS07g0526100
ZS08g0527900,ZS06g0581400
ZS05g0081500,ZS11g0563600
ZS06g0232800,ZS02g0153900
ZS08g0213100,ZS05g0217600
ZS04g0806550,ZS02g0691700
ZS01g0401000,ZS06g0506500
ZS08g0589700,ZS07g0477200
ZS01g0388100,ZS08g0415500
ZS03g0021400,ZS04g0782200
ZS06g0054400,ZS07g0462400
ZS06g0577800,ZS12g0028100
ZS05g0551100,ZS01g0382000
ZS12g0140300,ZS03g0314800
ZS04g0758700,ZS01g0212600
ZS03g0096500,ZS07g0171700
ZS05g0152500,ZS10g0103800
ZS05g0444000,ZS01g0073700
ZS12g0228700,ZS09g0063800
ZS10g0452700,ZS01g0143600
ZS11g0332800,ZS03g0781900
ZS02g0289900,ZS10g0297700
ZS06g0152500,ZS10g0277200
ZS05g0281600,ZS01g0487700
ZS06g0189800,ZS06g0333600
ZS07g0533900,ZS11g0060500
ZS03g0748300,ZS04g0700300
ZS02g0591400,ZS01g0369200
ZS07g0024800,ZS12g0359000
ZS11g0580600,ZS01g0640400
ZS01g0035200,ZS06g0284600
ZS03g0190800,ZS03g0172500
ZS12g0140900,ZS08g0420300
ZS09g0328900,ZS06g0194100
ZS01g0775500,ZS01g0065600
ZS11g0170600,ZS01g0755600
ZS05g0083100,ZS04g0535900
ZS01g0031400,ZS02g0439900
ZS10g0085200,ZS04g0626500
ZS01g0643700,ZS10g0110300
ZS06g0259800,ZS04g0741100
ZS07g0123900,ZS12g0296200
ZS10g0052700,ZS01g0022800
ZS07g0337300,ZS07g0334900
ZS10g0280200,ZS04g0556500
ZS08g0621100,ZS09g0410100
ZS03g0558000,ZS02g0573700
ZS04g0431400,ZS07g0172700
ZS01g0090400,ZS01g0036100
ZS07g0340200,ZS08g0441200
ZS07g0417200,ZS08g0620500
ZS05g0212400,ZS01g0251700
ZS11g0054700,ZS03g0657800
ZS01g0487900,ZS08g0070900
ZS12g0417800,ZS11g0435700
ZS09g0238000,ZS08g0547300
ZS01g0677500,ZS05g0552700
ZS01g0372200,ZS09g0237700
ZS06g0543100,ZS08g0322500
ZS12g0053400,ZS06g0155500
ZS06g0599100,ZS03g0728500
ZS07g0468700,ZS06g0061900
ZS10g0360100,ZS10g0024500
ZS10g0408400,ZS08g0547300
ZS12g0140900,ZS02g0523500
ZS02g0071900,ZS10g0458800
ZS02g0228300,ZS08g0301600
ZS05g0060100,ZS03g0292000
ZS08g0546700,ZS01g0717900
ZS04g0336900,ZS03g0105600
ZS10g0375900,ZS04g0446900
ZS02g0378000,ZS03g0186000
ZS03g0124400,ZS04g0555900
ZS04g0024500,ZS06g0649700
ZS02g0505900,ZS12g0272400
ZS06g0631700,ZS07g0236700
ZS03g0318400,ZS10g0423500
ZS06g0287700,ZS06g0621100
ZS07g0589200,ZS11g0577800
ZS06g0151700,ZS08g0325000
ZS09g0121400,ZS07g0018000
ZS09g0036800,ZS01g0400600
ZS02g0148900,ZS12g0388300
ZS05g0119100,ZS01g0546800
ZS11g0218800,ZS06g0642500
ZS07g0199500,ZS04g0532400
ZS03g0343200,ZS08g0415900
ZS10g0126300,ZS11g0556900
ZS07g0456800,ZS03g0540600
ZS04g0554300,ZS11g0442100
ZS06g0195200,ZS12g0015600
ZS02g0113300,ZS01g0627200
ZS06g0380800,ZS07g0509900
ZS03g0814500,ZS01g0641000
ZS12g0419800,ZS03g0819300
ZS10g0298000,ZS01g0144900
ZS03g0737100,ZS02g0393200
ZS03g0103500,ZS03g0295100
ZS11g0099100,ZS08g0445000
ZS01g0495300,ZS10g0177400
ZS07g0382900,ZS07g0328300
ZS12g0151500,ZS11g0056600
ZS03g0110600,ZS09g0269900
ZS01g0126500,ZS11g0315000
ZS10g0182200,ZS08g0657900
ZS06g0332500,ZS10g0311100
ZS10g0279600,ZS08g0313400
ZS04g0414300,ZS04g0314200
ZS10g0239700,ZS01g0373800
ZS06g0637300,ZS02g0400500
ZS12g0059400,ZS03g0485900
ZS08g0372900,ZS10g0187600
ZS06g0584100,ZS06g0195000
ZS01g0233200,ZS01g0544200
ZS06g0525000,ZS09g0358900
ZS08g0555600,ZS04g0180000
ZS02g0071700,ZS07g0025200
ZS05g0275000,ZS05g0570500
ZS03g0725900,ZS06g0323100
ZS12g0144100,ZS01g0754600
ZS05g0389000,ZS08g0471000
ZS07g0171800,ZS06g0384100
ZS12g0047700,ZS12g0257000
ZS08g0501500,ZS12g0280800
ZS06g0104100,ZS11g0520000
ZS03g0593100,ZS04g0185600
ZS10g0368200,ZS11g0038400
ZS07g0490200,ZS03g0657200
ZS07g0480300,ZS01g0604500
ZS09g0264500,ZS03g0797600
ZS02g0214200,ZS07g0406700
ZS11g0634800,ZS06g0503900
ZS02g0052200,ZS11g0213000
ZS01g0697700,ZS09g0359600
ZS05g0122200,ZS12g0494600
ZS02g0602900,ZS01g0441200
ZS08g0167700,ZS01g0802800
ZS12g0033800,ZS11g0419600
ZS09g0411700,ZS04g0091400
ZS05g0245200,ZS12g0121200
ZS08g0478500,ZS12g0200700
ZS08g0317200,ZS10g0407800
ZS08g0640200,ZS06g0522900
ZS01g0046400,ZS10g0072900
ZS07g0172200,ZS01g0351800
ZS08g0442700,ZS05g0385400
ZS04g0126800,ZS05g0609900
ZS07g0153000,ZS04g0488500
ZS09g0106300,ZS12g0085200
ZS10g0300500,ZS09g0428700
ZS09g0202800,ZS07g0464600
ZS04g0809300,ZS07g0284400
ZS04g0660800,ZS01g0117900
ZS10g0111800,ZS02g0045300
ZS02g0569800,ZS07g0083300
ZS04g0079900,ZS03g0736000
ZS01g0275900,ZS11g0282600
ZS09g0308600,ZS12g0129300
ZS01g0450000,ZS07g0567500
ZS04g0606800,ZS01g0462700
ZS04g0336100,ZS06g0339900
ZS03g0059100,ZS07g0017900
ZS11g0429400,ZS12g0086400
ZS02g0056600,ZS11g0605300
ZS11g0356300,ZS01g0525800
ZS10g0071400,ZS03g0257200
ZS05g0198800,ZS02g0267200
ZS07g0021300,ZS10g0312900
ZS07g0573500,ZS08g0639800
ZS12g0182000,ZS12g0263300
ZS03g0547000,ZS03g0764100
ZS12g0411200,ZS09g0136100
ZS11g0090200,ZS02g0045600
ZS08g0555700,ZS07g0251500
ZS09g0085300,ZS09g0033100
ZS11g0558700,ZS08g0614400
ZS12g0267600,ZS01g0320800
ZS11g0497300,ZS04g0339800
ZS12g0085000,ZS10g0182700
ZS05g0081500,ZS06g0631600
ZS08g0508100,ZS02g0359600
ZS10g0298400,ZS06g0313300
ZS04g0586650,ZS11g0432600
ZS04g0739700,ZS11g0446200
ZS06g0173800,ZS01g0600300
ZS09g0328600,ZS02g0223700
ZS04g0280500,ZS08g0313100
ZS11g0056700,ZS03g0690200
ZS01g0545800,ZS05g0581000
ZS04g0146600,ZS03g0675800
ZS03g0514400,ZS01g0429000
ZS03g0273400,ZS12g0064000
ZS05g0489700,ZS12g0453400
ZS10g0475600,ZS11g0389900
ZS05g0078300,ZS03g0749100
ZS04g0053000,ZS02g0119400
ZS08g0233200,ZS10g0093400
ZS04g0719400,ZS10g0064000
ZS03g0316800,ZS11g0219400
ZS11g0319700,ZS09g0368700
ZS05g0283600,ZS08g0586600
ZS05g0093400,ZS01g0744100
ZS08g0501100,ZS04g0444800
ZS06g0541400,ZS05g0532700
ZS04g0496100,ZS02g0675800
ZS04g0499400,ZS04g0141700
ZS10g0222200,ZS03g0336200
ZS12g0065600,ZS06g0452500
ZS02g0042500,ZS05g0277500
ZS12g0103400,ZS06g0580000
ZS10g0092100,ZS01g0372700
ZS05g0394800,ZS03g0103100
ZS01g0347800,ZS07g0491200
ZS11g0551300,ZS04g0672600
ZS03g0155500,ZS10g0064300
ZS04g0494600,ZS11g0349800
ZS04g0502000,ZS08g0556200
ZS08g0465100,ZS07g0206400
ZS07g0275200,ZS11g0310500
ZS11g0301200,ZS01g0698600
ZS08g0441100,ZS04g0393400
ZS02g0592100,ZS04g0644000
ZS11g0125200,ZS05g0136800
ZS09g0363500,ZS10g0244600
ZS12g0146600,ZS03g0815900
ZS05g0218200,ZS06g0412200
ZS04g0771500,ZS04g0223400
ZS11g0521700,ZS03g0181000
ZS04g0659300,ZS05g0309600
ZS03g0145300,ZS10g0222500
ZS08g0210700,ZS04g0484600
ZS05g0272900,ZS08g0361900
ZS10g0092500,ZS01g0089800
ZS12g0141800,ZS06g0322600
ZS09g0051800,ZS05g0153000
ZS07g0144500,ZS11g0422400
ZS06g0639700,ZS05g0184900
ZS10g0028800,ZS11g0482800
ZS03g0738100,ZS03g0147700
ZS10g0176600,ZS07g0413300
ZS08g0438700,ZS11g0408700
ZS04g0631100,ZS05g0490900
ZS12g0278400,ZS05g0576800
ZS11g0209000,ZS03g0032600
ZS11g0198600,ZS01g0785300
ZS02g0575200,ZS11g0530200
ZS05g0012400,ZS06g0173100
ZS02g0038600,ZS03g0375200
ZS07g0350700,ZS03g0049000
ZS03g0032300,ZS05g0119800
ZS12g0136400,ZS08g0041200
ZS10g0397700,ZS06g0355700
ZS01g0212100,ZS05g0097000
ZS06g0166700,ZS05g0600500
ZS04g0228900,ZS01g0056300
ZS08g0382600,ZS10g0310000
ZS10g0178900,ZS11g0208500
ZS06g0385100,ZS05g0591800
ZS02g0446200,ZS02g0107100
ZS06g0340600,ZS03g0658400
ZS03g0343500,ZS12g0062200
ZS01g0032700,ZS08g0288600
ZS02g0226400,ZS12g0160500
ZS01g0645400,ZS03g0184500
ZS01g0409200,ZS03g0072800
ZS04g0481600,ZS06g0452200
ZS11g0460500,ZS03g0661500
ZS06g0313800,ZS03g0039500
ZS07g0340700,ZS07g0438200
ZS03g0269800,ZS06g0356600
ZS06g0484200,ZS12g0149100
ZS03g0046000,ZS09g0237300
ZS08g0196900,ZS03g0591400
ZS06g0474800,ZS09g0213000
ZS10g0475900,ZS07g0350100
ZS08g0032000,ZS08g0282300
ZS08g0306900,ZS09g0175100
ZS11g0515800,ZS10g0336500
ZS01g0559600,ZS10g0056200
ZS08g0538500,ZS03g0512600
ZS02g0357100,ZS11g0214200
ZS04g0668700,ZS11g0407500
ZS08g0360100,ZS11g0021800
ZS01g0086000,ZS01g0617000
ZS09g0051400,ZS01g0736600
ZS05g0134100,ZS01g0170900
ZS08g0568200,ZS01g0551500
ZS12g0257800,ZS02g0282800
ZS01g0254100,ZS01g0119100
ZS12g0067000,ZS03g0332900
ZS10g0106200,ZS01g0685500
ZS03g0470200,ZS02g0059000
ZS05g0578900,ZS01g0185400
ZS03g0824300,ZS04g0673800
ZS04g0585000,ZS01g0347800
ZS01g0315600,ZS02g0073800
ZS11g0603300,ZS05g0610200
ZS11g0327900,ZS12g0236100
ZS01g0496500,ZS02g0151900
ZS01g0375900,ZS04g0608000
ZS02g0570800,ZS08g0117900
ZS01g0646800,ZS09g0049900
ZS12g0141200,ZS04g0171900
ZS09g0309900,ZS02g0599900
ZS06g0513400,ZS04g0491500
ZS11g0027300,ZS04g0742000
ZS02g0175800,ZS01g0313100
ZS03g0740100,ZS05g0280600
ZS04g0810300,ZS09g0236500
ZS02g0176100,ZS08g0561600
ZS03g0585500,ZS04g0520100
ZS04g0239700,ZS11g0229000
ZS04g0445200,ZS11g0608100
ZS02g0663600,ZS12g0449400
ZS02g0714900,ZS01g0539700
ZS01g0290800,ZS11g0497300
ZS05g0557900,ZS02g0538900
ZS05g0029400,ZS08g0301100
ZS10g0055000,ZS05g0534800
ZS08g0020000,ZS08g0315000
ZS03g0012800,ZS11g0552500
ZS09g0216700,ZS07g0334700
ZS04g0776300,ZS02g0027600
ZS03g0052900,ZS01g0582900
ZS03g0545600,ZS03g0414500
ZS04g0778700,ZS05g0519700
ZS01g0015200,ZS11g0018600
ZS06g0241600,ZS09g0077300
ZS08g0130400,ZS08g0440600
ZS07g0531200,ZS11g0172300
ZS10g0338100,ZS03g0480200
ZS07g0544300,ZS11g0223500
ZS06g0540600,ZS06g0326100
ZS02g0507600,ZS01g0574100
ZS07g0342600,ZS05g0291700
ZS12g0406000,ZS02g0644200
ZS08g0028400,ZS01g0480900
ZS03g0281400,ZS05g0025100
ZS06g0329200,ZS07g0494600
ZS01g0441100,ZS02g0101700
ZS07g0576200,ZS05g0059500
ZS02g0068800,ZS01g0106900
ZS02g0601700,ZS11g0325900
ZS01g0358100,ZS02g0095800
ZS09g0418700,ZS03g0472400
ZS01g0530600,ZS04g0668000
ZS02g0185000,ZS06g0492600
ZS07g0202000,ZS03g0336700
ZS05g0383100,ZS05g0551300
ZS04g0190000,ZS07g0509800
ZS08g0375300,ZS03g0034500
ZS04g0596000,ZS05g0061300
ZS03g0059100,ZS07g0579800
ZS01g0640800,ZS06g0547200
ZS06g0098600,ZS04g0750500
ZS12g0158100,ZS12g0518200
ZS06g0168100,ZS01g0738400
ZS10g0432500,ZS05g0149100
ZS03g0205800,ZS01g0548500
ZS03g0150200,ZS09g0277300
ZS06g0219000,ZS10g0109800
ZS11g0592200,ZS05g0572500
ZS12g0505900,ZS09g0193600
ZS01g0262000,ZS05g0437600
ZS08g0052800,ZS05g0388800
ZS09g0236200,ZS05g0284400
ZS02g0568400,ZS02g0051800
ZS11g0239500,ZS01g0526700
ZS02g0597900,ZS04g0091000
