Annotation1,Annotation2
ZS10g0358900,ZS05g0403900
ZS12g0038800,ZS11g0240600
ZS07g0196000,ZS10g0300700
ZS06g0504300,ZS12g0054400
ZS03g0068800,ZS04g0015500
ZS06g0376600,ZS05g0472600
ZS07g0251800,ZS12g0105400
ZS10g0170100,ZS02g0398200
ZS12g0387800,ZS09g0119200
ZS01g0637300,ZS01g0727200
ZS08g0101300,ZS08g0582900
ZS09g0389500,ZS06g0622300
ZS07g0477400,ZS05g0128600
ZS04g0646400,ZS03g0139300
ZS01g0450400,ZS11g0040900
ZS12g0217000,ZS10g0087900
ZS07g0244400,ZS12g0534400
ZS03g0291700,ZS04g0100300
ZS10g0289000,ZS04g0571000
ZS04g0189600,ZS11g0225200
ZS11g0552400,ZS06g0371500
ZS07g0384300,ZS05g0560000
ZS11g0011100,ZS02g0484000
ZS11g0460100,ZS09g0035800
ZS02g0010300,ZS10g0302700
ZS06g0665600,ZS12g0390600
ZS01g0357100,ZS02g0335100
ZS01g0282300,ZS11g0053000
ZS03g0388400,ZS04g0228700
ZS10g0383100,ZS07g0277600
ZS01g0623700,ZS02g0596200
ZS12g0132900,ZS06g0510700
ZS12g0358100,ZS08g0310800
ZS01g0786100,ZS08g0591400
ZS10g0377300,ZS04g0675100
ZS02g0656000,ZS09g0301700
ZS07g0211400,ZS02g0122500
ZS04g0083500,ZS02g0666000
ZS10g0393000,ZS07g0433100
ZS11g0124400,ZS04g0451100
ZS09g0019100,ZS01g0745600
ZS03g0662200,ZS07g0092700
ZS03g0255600,ZS06g0355200
ZS04g0800700,ZS09g0346100
ZS10g0112600,ZS09g0196000
ZS11g0389800,ZS06g0457300
ZS11g0390700,ZS05g0436900
ZS05g0466100,ZS11g0207300
ZS07g0479800,ZS11g0561800
ZS04g0593100,ZS11g0267400
ZS07g0477100,ZS01g0634900
ZS08g0523700,ZS03g0655800
ZS04g0642600,ZS08g0590500
ZS01g0400300,ZS12g0028700
ZS06g0056400,ZS06g0369500
ZS06g0319000,ZS06g0200200
ZS01g0696800,ZS03g0020500
ZS04g0712300,ZS10g0457800
ZS11g0334700,ZS09g0052400
ZS05g0396600,ZS04g0483400
ZS09g0364900,ZS07g0576300
ZS11g0126600,ZS01g0463500
ZS09g0242200,ZS03g0659700
ZS07g0052300,ZS05g0390100
ZS11g0223200,ZS05g0492400
ZS02g0171000,ZS02g0310400
ZS05g0278300,ZS08g0022200
ZS02g0711600,ZS12g0046300
ZS07g0374000,ZS10g0382900
ZS02g0494800,ZS07g0126600
ZS05g0015400,ZS09g0409500
ZS04g0434400,ZS02g0590300
ZS03g0632300,ZS04g0077800
ZS02g0628600,ZS05g0250300
ZS11g0307700,ZS02g0659100
ZS08g0037500,ZS05g0385400
ZS01g0086300,ZS10g0385300
ZS08g0034800,ZS05g0362200
ZS11g0067100,ZS03g0279200
ZS12g0251300,ZS03g0735400
ZS03g0354300,ZS02g0593500
ZS09g0160300,ZS02g0163400
ZS04g0372400,ZS03g0302300
ZS11g0600300,ZS11g0252100
ZS01g0480300,ZS02g0325500
ZS01g0192600,ZS08g0610200
ZS07g0569300,ZS06g0488700
ZS02g0042200,ZS02g0617500
ZS08g0544300,ZS02g0168800
ZS01g0548200,ZS09g0106000
ZS07g0472000,ZS05g0127800
ZS04g0310000,ZS02g0172300
ZS04g0060600,ZS06g0633400
ZS08g0484500,ZS05g0120200
ZS07g0489600,ZS03g0457800
ZS05g0515000,ZS02g0402900
ZS09g0276100,ZS03g0088200
ZS10g0066600,ZS01g0507800
ZS07g0482900,ZS05g0606400
ZS05g0567500,ZS07g0236500
ZS08g0398600,ZS02g0299300
ZS05g0389600,ZS08g0415100
ZS08g0018100,ZS11g0234500
ZS02g0105500,ZS08g0219300
ZS02g0305000,ZS09g0177200
ZS01g0509000,ZS04g0659000
ZS03g0653000,ZS04g0658100
ZS05g0388800,ZS09g0368400
ZS04g0594100,ZS06g0149100
ZS10g0410800,ZS08g0104500
ZS04g0660600,ZS08g0053100
ZS05g0492300,ZS04g0013800
ZS08g0587500,ZS08g0627300
ZS08g0140100,ZS05g0389200
ZS02g0595800,ZS10g0185000
ZS12g0389900,ZS11g0609400
ZS01g0054700,ZS02g0249100
ZS07g0552800,ZS07g0113500
ZS11g0468900,ZS10g0088300
ZS08g0431500,ZS04g0117600
ZS02g0430800,ZS03g0391500
ZS01g0146100,ZS02g0169900
ZS04g0181300,ZS05g0370600
ZS11g0207000,ZS12g0101000
ZS03g0456400,ZS10g0477900
ZS01g0735100,ZS12g0123600
ZS01g0504300,ZS07g0448900
ZS02g0705400,ZS11g0030200
ZS05g0464300,ZS10g0439300
ZS07g0026600,ZS01g0614600
ZS04g0095300,ZS01g0369000
ZS05g0508000,ZS07g0226500
ZS08g0250400,ZS12g0067100
ZS05g0260100,ZS01g0333800
ZS12g0371100,ZS11g0525900
ZS03g0763500,ZS07g0553100
ZS06g0202200,ZS05g0167100
ZS02g0694200,ZS07g0096200
ZS09g0410800,ZS01g0018100
ZS04g0805800,ZS01g0323400
ZS02g0612000,ZS03g0825200
ZS10g0331200,ZS12g0202900
ZS01g0316900,ZS04g0803400
ZS01g0119100,ZS01g0428200
ZS04g0077700,ZS06g0375200
ZS03g0013400,ZS07g0177500
ZS09g0330600,ZS06g0403600
ZS04g0051600,ZS04g0075000
ZS08g0470700,ZS04g0040500
ZS12g0312900,ZS08g0448600
ZS02g0100300,ZS06g0355200
ZS11g0439700,ZS05g0363900
ZS07g0533900,ZS11g0023200
ZS06g0410500,ZS08g0086300
ZS01g0722100,ZS08g0139500
ZS06g0340800,ZS01g0178300
ZS03g0245300,ZS12g0200000
ZS01g0231800,ZS05g0368100
ZS12g0148000,ZS01g0395600
ZS06g0123500,ZS03g0102700
ZS01g0776700,ZS03g0109600
ZS03g0203900,ZS02g0608400
ZS03g0065400,ZS02g0147900
ZS06g0358200,ZS03g0412000
ZS10g0171200,ZS10g0261200
ZS09g0240900,ZS10g0375100
ZS10g0107200,ZS01g0580600
ZS07g0251000,ZS04g0517700
ZS01g0331800,ZS04g0587500
ZS06g0358000,ZS04g0391300
ZS02g0484600,ZS01g0312100
ZS02g0202800,ZS11g0604500
ZS11g0554000,ZS03g0430400
ZS07g0538000,ZS11g0441100
ZS11g0033900,ZS08g0566600
ZS07g0460400,ZS06g0406300
ZS10g0130600,ZS04g0328700
ZS08g0442400,ZS04g0384300
ZS10g0224700,ZS09g0371000
ZS04g0635900,ZS11g0017600
ZS09g0428400,ZS12g0051500
ZS03g0097100,ZS04g0436900
ZS10g0356000,ZS05g0248200
ZS04g0549700,ZS06g0094800
ZS01g0520100,ZS06g0202900
ZS01g0555300,ZS08g0547300
ZS02g0174300,ZS12g0022100
ZS11g0034400,ZS09g0148800
ZS11g0168100,ZS05g0551400
ZS05g0408500,ZS07g0045000
ZS09g0282700,ZS02g0305500
ZS12g0181000,ZS09g0365600
ZS03g0824100,ZS12g0163200
ZS02g0641600,ZS01g0693300
ZS06g0040900,ZS10g0044600
ZS02g0069100,ZS08g0626800
ZS11g0591800,ZS03g0405400
ZS06g0486200,ZS09g0021800
ZS02g0233700,ZS12g0507200
ZS02g0678700,ZS03g0514000
ZS02g0319000,ZS11g0255500
ZS02g0016400,ZS05g0473900
ZS06g0264500,ZS10g0438000
ZS01g0259900,ZS05g0229500
ZS07g0437700,ZS04g0099500
ZS11g0305100,ZS02g0560200
ZS03g0170500,ZS10g0059300
ZS04g0220000,ZS04g0739700
ZS08g0551900,ZS02g0166000
ZS08g0173800,ZS04g0125300
ZS10g0389300,ZS02g0356400
ZS10g0345600,ZS11g0028100
ZS08g0219900,ZS06g0579500
ZS06g0665400,ZS03g0794700
ZS12g0383500,ZS05g0493600
ZS01g0701500,ZS06g0405000
ZS10g0479300,ZS02g0660200
ZS04g0669800,ZS09g0182400
ZS12g0030900,ZS02g0632500
ZS03g0113500,ZS04g0681500
ZS07g0485900,ZS04g0792500
ZS07g0146600,ZS08g0431500
ZS04g0039200,ZS01g0453100
ZS11g0022600,ZS08g0411700
ZS09g0080000,ZS12g0033100
ZS11g0073500,ZS07g0478600
ZS03g0019200,ZS05g0184800
ZS02g0666900,ZS08g0028600
ZS03g0054200,ZS11g0027400
ZS04g0478800,ZS06g0234000
ZS03g0678300,ZS05g0568300
ZS06g0545700,ZS12g0148300
ZS12g0390700,ZS03g0137600
ZS05g0465400,ZS05g0281300
ZS03g0297000,ZS06g0408300
ZS04g0314200,ZS07g0505000
ZS02g0335300,ZS06g0089200
ZS04g0356900,ZS08g0234500
ZS03g0628400,ZS09g0416200
ZS06g0633500,ZS05g0172300
ZS06g0489200,ZS02g0286100
ZS06g0161700,ZS09g0428300
ZS01g0816600,ZS02g0598200
ZS06g0492400,ZS04g0334600
ZS07g0346400,ZS05g0181700
ZS06g0413100,ZS01g0095300
ZS04g0238300,ZS09g0364800
ZS03g0535500,ZS11g0496300
ZS06g0162300,ZS11g0586800
ZS10g0365400,ZS03g0164400
ZS12g0406400,ZS07g0097200
ZS01g0016200,ZS05g0290200
ZS08g0477400,ZS02g0480000
ZS01g0332700,ZS09g0362200
ZS02g0212600,ZS01g0378800
ZS06g0429500,ZS07g0347300
ZS10g0173800,ZS02g0058800
ZS06g0406600,ZS01g0788500
ZS10g0169300,ZS01g0192900
ZS03g0813600,ZS06g0332300
ZS01g0536800,ZS02g0376700
ZS09g0042400,ZS05g0596400
ZS03g0245100,ZS01g0556200
ZS07g0140700,ZS03g0372000
ZS01g0029000,ZS05g0013400
ZS06g0560600,ZS07g0043500
ZS02g0567600,ZS10g0105500
ZS06g0156900,ZS02g0609400
ZS05g0536400,ZS10g0102300
ZS07g0245700,ZS09g0024500
ZS11g0089800,ZS03g0216200
ZS01g0703200,ZS06g0168000
ZS11g0598200,ZS10g0067600
ZS01g0444900,ZS01g0458100
ZS10g0111200,ZS01g0541700
ZS03g0269600,ZS04g0223400
ZS01g0714900,ZS10g0423700
ZS08g0584300,ZS11g0219100
ZS04g0443000,ZS04g0675000
ZS03g0092200,ZS03g0102300
ZS03g0531900,ZS11g0199500
ZS02g0384900,ZS01g0602900
ZS03g0680100,ZS11g0491300
ZS11g0107200,ZS09g0341300
ZS02g0616100,ZS04g0642300
ZS05g0119800,ZS12g0050500
ZS08g0366900,ZS03g0211400
ZS04g0586500,ZS03g0533200
ZS03g0228600,ZS10g0381200
ZS06g0434300,ZS03g0636100
ZS10g0217700,ZS05g0082700
ZS04g0081600,ZS05g0108400
ZS02g0166600,ZS01g0188000
ZS08g0446700,ZS07g0356300
ZS05g0395500,ZS06g0401900
ZS06g0572900,ZS08g0020500
ZS01g0241900,ZS07g0387800
ZS04g0481800,ZS05g0121000
ZS06g0188400,ZS09g0312200
ZS04g0699200,ZS07g0447700
ZS06g0137900,ZS03g0747800
ZS06g0615700,ZS02g0096900
ZS05g0094400,ZS12g0157200
ZS03g0111000,ZS10g0335300
ZS01g0353200,ZS01g0785200
ZS04g0487500,ZS05g0586500
ZS04g0443900,ZS02g0593400
ZS11g0582500,ZS03g0590700
ZS02g0226900,ZS04g0535500
ZS01g0620100,ZS08g0520600
ZS06g0328100,ZS09g0267100
ZS02g0659700,ZS04g0432700
ZS02g0013500,ZS02g0675800
ZS10g0212600,ZS03g0415000
ZS08g0123100,ZS09g0217000
ZS08g0153700,ZS03g0082600
ZS07g0140600,ZS12g0503200
ZS09g0264000,ZS10g0367600
ZS03g0335800,ZS08g0017400
ZS11g0468200,ZS02g0303500
ZS02g0448400,ZS11g0441500
ZS06g0441700,ZS01g0682400
ZS07g0235200,ZS12g0266200
ZS03g0709600,ZS07g0442700
ZS03g0729600,ZS07g0152000
ZS01g0120600,ZS01g0803300
ZS11g0496500,ZS06g0601200
ZS03g0357000,ZS01g0560700
ZS06g0581200,ZS10g0339000
ZS07g0258100,ZS01g0449600
ZS03g0517400,ZS10g0094300
ZS07g0465600,ZS04g0609200
ZS03g0143800,ZS06g0139600
ZS02g0503900,ZS10g0275600
ZS03g0405500,ZS09g0367800
ZS02g0692600,ZS01g0256600
ZS04g0500100,ZS01g0157500
ZS12g0117400,ZS03g0692500
ZS04g0391600,ZS02g0155700
ZS06g0040600,ZS10g0441000
ZS03g0740200,ZS10g0196300
ZS01g0281300,ZS02g0320100
ZS08g0562300,ZS08g0553200
ZS02g0196900,ZS06g0172000
ZS01g0034500,ZS10g0300600
ZS02g0103300,ZS08g0015200
ZS04g0223900,ZS03g0014600
ZS11g0232100,ZS10g0421200
ZS07g0436700,ZS01g0384500
ZS08g0436300,ZS01g0612100
ZS04g0126500,ZS06g0090500
ZS02g0674600,ZS04g0679600
ZS04g0735100,ZS03g0706500
ZS01g0023300,ZS06g0266700
ZS10g0325000,ZS04g0751900
ZS01g0532200,ZS10g0191800
ZS01g0210000,ZS01g0450500
ZS08g0606900,ZS10g0217000
ZS04g0777400,ZS03g0612500
ZS03g0633300,ZS12g0048100
ZS04g0144800,ZS04g0064200
ZS03g0243500,ZS11g0023600
ZS05g0432500,ZS07g0020200
ZS07g0477300,ZS01g0242700
ZS03g0058500,ZS07g0019900
ZS12g0340600,ZS02g0056200
ZS04g0816200,ZS10g0096300
ZS12g0046800,ZS05g0085900
ZS11g0037500,ZS12g0025100
ZS09g0300600,ZS12g0464200
ZS01g0696800,ZS07g0407700
ZS02g0485200,ZS11g0256100
ZS05g0148300,ZS08g0457200
ZS11g0171300,ZS07g0469100
ZS10g0197200,ZS08g0137700
ZS06g0368800,ZS06g0143400
ZS01g0710000,ZS04g0082300
ZS02g0227600,ZS03g0629500
ZS09g0313500,ZS04g0439300
ZS06g0023300,ZS06g0285800
ZS01g0499500,ZS02g0361500
ZS11g0058000,ZS05g0123800
ZS01g0521900,ZS04g0219800
ZS01g0057700,ZS03g0636500
ZS02g0217800,ZS02g0562500
ZS07g0331200,ZS05g0461100
ZS03g0678200,ZS01g0555400
ZS08g0270100,ZS06g0059700
ZS08g0310500,ZS07g0436400
ZS08g0472200,ZS08g0470800
ZS10g0368600,ZS08g0194700
ZS04g0675300,ZS03g0054900
ZS06g0472400,ZS05g0422600
ZS02g0290100,ZS02g0486300
ZS01g0741700,ZS03g0836300
ZS02g0591200,ZS05g0213900
ZS11g0622500,ZS07g0447200
ZS01g0458200,ZS04g0740900
ZS01g0648700,ZS05g0327500
ZS11g0623600,ZS08g0440200
ZS01g0372300,ZS08g0011900
ZS02g0505900,ZS04g0477500
ZS07g0227200,ZS05g0490700
ZS06g0313800,ZS07g0362000
ZS07g0067000,ZS12g0531000
ZS02g0218700,ZS12g0178200
ZS02g0638400,ZS02g0042300
ZS10g0143200,ZS04g0761200
ZS05g0596100,ZS02g0719300
ZS01g0727100,ZS02g0046800
ZS10g0061600,ZS08g0316200
ZS10g0360400,ZS05g0293500
ZS02g0577100,ZS09g0323200
ZS09g0370300,ZS05g0230900
ZS01g0749300,ZS11g0059400
ZS10g0212800,ZS10g0010700
ZS08g0424000,ZS08g0448900
ZS03g0067800,ZS06g0116300
ZS02g0707900,ZS06g0315200
ZS07g0199200,ZS01g0634100
ZS01g0384300,ZS12g0296000
ZS11g0197200,ZS05g0536200
ZS08g0198800,ZS09g0275300
ZS09g0048200,ZS03g0377600
ZS07g0527800,ZS03g0124000
ZS08g0376900,ZS12g0507200
ZS09g0077800,ZS11g0315900
ZS05g0423500,ZS04g0311900
ZS09g0348700,ZS01g0172500
ZS07g0571400,ZS03g0143500
ZS04g0491200,ZS11g0602300
ZS06g0434400,ZS02g0720200
ZS02g0133800,ZS02g0167100
ZS06g0612900,ZS05g0580000
ZS04g0226800,ZS12g0041900
ZS05g0289400,ZS10g0364100
ZS04g0346100,ZS10g0050600
ZS06g0074500,ZS10g0029100
ZS05g0469100,ZS08g0642200
ZS05g0183200,ZS03g0145100
ZS10g0355500,ZS01g0813700
ZS05g0048400,ZS09g0270000
ZS08g0622400,ZS02g0012600
ZS07g0505100,ZS08g0125800
ZS08g0302500,ZS09g0018900
ZS06g0122500,ZS07g0539300
ZS03g0023000,ZS04g0441700
ZS04g0667100,ZS03g0214500
ZS10g0309100,ZS02g0563100
ZS01g0129800,ZS06g0340600
ZS09g0327900,ZS02g0091000
ZS02g0323900,ZS02g0251700
ZS12g0052100,ZS03g0606300
ZS12g0470500,ZS01g0107300
ZS11g0424700,ZS04g0426600
ZS04g0609700,ZS02g0305400
ZS02g0247300,ZS12g0386000
ZS08g0301700,ZS10g0455900
ZS10g0351600,ZS09g0069500
ZS11g0130300,ZS10g0402600
ZS12g0373100,ZS04g0811900
ZS09g0306900,ZS11g0101700
ZS01g0177300,ZS02g0241700
ZS06g0544900,ZS07g0417200
ZS11g0214500,ZS05g0558700
ZS06g0661700,ZS12g0492400
ZS08g0285500,ZS09g0156900
ZS09g0394500,ZS10g0285600
ZS09g0069000,ZS02g0311500
ZS12g0133800,ZS05g0382600
ZS09g0387000,ZS12g0173800
ZS12g0409000,ZS06g0620800
ZS06g0487900,ZS06g0560100
ZS04g0733600,ZS05g0514200
ZS02g0592100,ZS07g0340000
ZS12g0159500,ZS06g0581400
ZS01g0409600,ZS05g0556100
ZS05g0196400,ZS10g0090700
ZS02g0279100,ZS06g0059200
ZS12g0459100,ZS09g0153000
ZS03g0811200,ZS06g0139300
ZS03g0285200,ZS09g0199600
ZS10g0299300,ZS01g0641300
ZS06g0514400,ZS05g0579300
ZS11g0204600,ZS03g0562600
ZS10g0016600,ZS07g0150300
ZS01g0602100,ZS09g0424200
ZS03g0087900,ZS11g0487500
ZS04g0096400,ZS01g0672600
ZS01g0406700,ZS08g0466900
ZS07g0486100,ZS03g0212300
ZS06g0016400,ZS04g0308500
ZS02g0596500,ZS01g0212800
ZS09g0418900,ZS08g0396200
ZS02g0095800,ZS07g0349800
ZS10g0461100,ZS02g0328300
ZS07g0575300,ZS04g0142200
ZS08g0465500,ZS09g0328000
ZS01g0746800,ZS05g0046700
ZS10g0347900,ZS04g0314100
ZS04g0252700,ZS02g0350200
ZS06g0597800,ZS09g0204400
ZS02g0057800,ZS11g0223600
ZS03g0341000,ZS06g0167200
ZS09g0042100,ZS05g0363100
ZS02g0271000,ZS09g0304300
ZS01g0182200,ZS04g0235300
ZS12g0165600,ZS10g0108500
ZS03g0590000,ZS11g0523200
ZS11g0441600,ZS01g0314800
ZS08g0126400,ZS05g0280300
ZS11g0325700,ZS09g0284000
ZS01g0749400,ZS11g0606700
ZS10g0453100,ZS05g0276600
ZS05g0086800,ZS06g0444500
ZS03g0512800,ZS11g0359400
ZS07g0418300,ZS05g0407500
ZS02g0467100,ZS01g0486600
ZS04g0700900,ZS05g0402300
ZS02g0314400,ZS09g0370200
ZS02g0105000,ZS01g0600000
ZS06g0332800,ZS07g0455400
ZS12g0501500,ZS11g0266800
ZS11g0211700,ZS07g0148100
ZS03g0030200,ZS04g0759200
ZS03g0489900,ZS10g0063400
ZS03g0750000,ZS04g0335500
ZS05g0156800,ZS08g0497700
ZS06g0014000,ZS09g0268700
ZS10g0107300,ZS09g0125600
ZS09g0119000,ZS04g0088100
ZS04g0477400,ZS11g0413500
ZS08g0632300,ZS07g0545500
ZS08g0151900,ZS09g0334300
ZS04g0734100,ZS10g0100500
ZS01g0352600,ZS07g0096800
ZS11g0353200,ZS05g0541700
ZS04g0716900,ZS09g0333100
ZS01g0327500,ZS05g0164200
ZS07g0353400,ZS08g0124600
ZS05g0014500,ZS04g0236000
ZS02g0329100,ZS10g0461500
ZS06g0254900,ZS01g0624600
ZS01g0443600,ZS03g0021000
ZS01g0762700,ZS04g0397900
ZS12g0089800,ZS06g0487300
ZS01g0544500,ZS07g0215900
ZS03g0475300,ZS01g0455700
ZS12g0519600,ZS10g0319400
ZS10g0105200,ZS02g0591800
ZS06g0570600,ZS04g0335500
ZS07g0505900,ZS03g0112900
ZS09g0282200,ZS01g0585300
ZS01g0638000,ZS01g0741400
ZS04g0054800,ZS07g0476200
ZS11g0315000,ZS08g0508300
ZS10g0358500,ZS09g0034200
ZS12g0222700,ZS03g0097500
ZS05g0250500,ZS08g0168500
ZS06g0665100,ZS02g0574700
ZS06g0258100,ZS06g0487700
ZS08g0398800,ZS02g0127400
ZS05g0048100,ZS12g0251900
ZS12g0061400,ZS06g0288500
ZS06g0623700,ZS04g0444000
ZS09g0396700,ZS03g0739600
ZS11g0426200,ZS03g0377600
ZS05g0135200,ZS07g0571200
ZS11g0414800,ZS01g0129900
ZS12g0418900,ZS02g0499500
ZS08g0562300,ZS10g0454500
ZS10g0189900,ZS01g0175400
ZS05g0222800,ZS01g0742100
ZS05g0020800,ZS01g0156200
ZS05g0254200,ZS07g0178700
ZS08g0527900,ZS09g0365300
ZS04g0481500,ZS06g0075800
ZS06g0444300,ZS12g0214500
ZS04g0779500,ZS02g0696200
ZS04g0647300,ZS01g0113400
ZS04g0652600,ZS06g0402100
ZS09g0016900,ZS12g0382500
ZS05g0013400,ZS03g0617200
ZS04g0746500,ZS02g0694800
ZS07g0030200,ZS03g0799300
ZS03g0142300,ZS01g0209500
ZS10g0313700,ZS09g0212100
ZS01g0248400,ZSUN02g00106
ZS03g0637300,ZS03g0287900
ZS08g0620000,ZS09g0305200
ZS07g0242600,ZS01g0448800
ZS04g0239900,ZS03g0056500
ZS07g0141600,ZS12g0401100
ZS11g0310900,ZS02g0313000
ZS02g0438600,ZS01g0624500
ZS03g0113100,ZS05g0250800
ZS08g0459000,ZS04g0786800
ZS07g0576200,ZS03g0153000
ZS03g0170200,ZS07g0251300
ZS02g0489700,ZS11g0131000
ZS12g0420700,ZS04g0480700
ZS10g0430800,ZS09g0321700
ZS05g0178400,ZS07g0583400
ZS03g0516400,ZS04g0082100
ZS02g0431300,ZS02g0173300
ZS12g0168500,ZS06g0505600
ZS12g0407500,ZS08g0233700
ZS01g0240500,ZS10g0430000
ZS04g0486300,ZS06g0543200
ZS01g0587000,ZS12g0030700
ZS03g0337500,ZS11g0254200
ZS11g0378900,ZS01g0179300
ZS08g0552800,ZS11g0356000
ZS11g0510800,ZS09g0075800
ZS10g0354800,ZS06g0342100
ZS07g0549200,ZS02g0179800
ZS11g0422200,ZS01g0583600
ZS02g0248800,ZS02g0129500
ZS06g0481700,ZS05g0358700
ZS06g0165700,ZS02g0392900
ZS02g0548000,ZS06g0265600
ZS02g0166800,ZS01g0588700
ZS11g0239200,ZS05g0555300
ZS10g0425100,ZS02g0151900
ZS10g0375200,ZS03g0416300
ZS10g0430300,ZS08g0015200
ZS01g0247200,ZS07g0402400
ZS01g0721300,ZS11g0469200
ZS11g0207700,ZS04g0768200
ZS01g0799300,ZS10g0111500
ZS05g0111600,ZS10g0380500
ZS03g0709700,ZS02g0706100
ZS08g0447600,ZS06g0621200
ZS12g0276800,ZS10g0409400
ZS10g0100800,ZS02g0227700
ZS07g0507700,ZS06g0050200
ZS07g0305400,ZS03g0633900
ZS04g0144000,ZS01g0127000
ZS04g0439500,ZS08g0380300
ZS05g0365000,ZS07g0356400
ZS10g0041800,ZS09g0392900
ZS08g0412600,ZS03g0245500
ZS11g0070300,ZS02g0392900
ZS10g0311300,ZS06g0053500
ZS01g0257800,ZS02g0149000
ZS02g0634100,ZS04g0146600
ZS07g0025000,ZS06g0163000
ZS03g0170600,ZS05g0160300
ZS08g0305300,ZS06g0281800
ZS02g0079000,ZS06g0577900
ZS09g0246000,ZS12g0395100
ZS05g0399300,ZS03g0175500
ZS05g0244900,ZS11g0068500
ZS01g0586900,ZS04g0173100
ZS06g0544700,ZS04g0734900
ZS01g0209200,ZS02g0693000
ZS11g0207100,ZS03g0460500
ZS12g0314000,ZS03g0015300
ZS03g0612500,ZS09g0047100
ZS01g0588400,ZS02g0390600
ZS05g0369300,ZS07g0422700
ZS04g0589200,ZS06g0483600
ZS04g0443400,ZS04g0226800
ZS08g0538100,ZS12g0036600
ZS06g0428600,ZS08g0482500
ZS04g0662800,ZS02g0706800
ZS10g0105600,ZS08g0041900
ZS08g0069200,ZS01g0290100
ZS01g0047100,ZS10g0288700
ZS03g0043100,ZS07g0272800
ZS03g0374800,ZS03g0492800
ZS10g0172000,ZS01g0176200
ZS05g0049500,ZS01g0690700
ZS10g0286900,ZS07g0154600
ZS03g0340600,ZS06g0095100
ZS03g0057300,ZS04g0590800
ZS07g0583500,ZS09g0416500
ZS08g0441700,ZS03g0064400
ZS08g0311900,ZS05g0293400
ZS04g0569800,ZS05g0534300
ZS08g0551100,ZS11g0561400
ZS04g0604100,ZS08g0283500
ZS11g0583700,ZS07g0116500
ZS08g0589900,ZS09g0147700
ZS05g0013700,ZS01g0651000
ZS03g0085700,ZS09g0191300
ZS10g0259700,ZS03g0733400
ZS05g0397200,ZS12g0409300
ZS11g0307000,ZS06g0434000
ZS10g0175200,ZS05g0437600
ZS04g0600400,ZS06g0091900
ZS04g0239300,ZS06g0155300
ZS06g0166700,ZS07g0506700
ZS04g0114600,ZS01g0442800
ZS08g0636700,ZS10g0017400
ZS07g0139800,ZS12g0385300
ZS05g0358600,ZS01g0113600
ZS02g0206800,ZS09g0305600
ZS01g0763700,ZS06g0337300
ZS01g0749900,ZS05g0177100
ZS05g0125600,ZS03g0282500
ZS09g0037400,ZS05g0429900
ZS04g0663100,ZS11g0125200
ZS04g0437100,ZS06g0436900
ZS06g0642400,ZS09g0282100
ZS06g0355500,ZS11g0424500
ZS11g0554700,ZS06g0621200
ZS10g0332800,ZS06g0052800
ZS12g0269200,ZS08g0046300
ZS11g0235300,ZS12g0195900
ZS04g0640700,ZS06g0543800
ZS01g0249300,ZS05g0511200
ZS05g0260600,ZS04g0221100
ZS03g0609300,ZS04g0465200
ZS04g0119200,ZS02g0290000
ZS03g0279800,ZS02g0547900
ZS07g0251900,ZS04g0024900
ZS01g0296100,ZS10g0442700
ZS08g0222100,ZS06g0459500
ZS11g0597900,ZS12g0137400
ZS03g0206300,ZS01g0216700
ZS09g0210100,ZS03g0284900
ZS02g0212300,ZS04g0087500
ZS08g0231000,ZS09g0020300
ZS11g0621800,ZS06g0266100
ZS12g0297000,ZS04g0802400
ZS01g0651500,ZS12g0403200
ZS08g0522000,ZS04g0789500
ZS12g0146600,ZS11g0458400
ZS05g0313500,ZS11g0236800
ZS07g0182000,ZS04g0448300
ZS02g0438300,ZS01g0080200
ZS07g0543400,ZS06g0581200
ZS05g0493300,ZS11g0127100
ZS06g0333000,ZS03g0367800
ZS08g0431900,ZS05g0306500
ZS10g0072100,ZS11g0327600
ZS11g0608100,ZS04g0755000
ZS03g0454900,ZS11g0256300
ZS05g0166900,ZS12g0299200
ZS09g0096800,ZS09g0415100
ZS08g0362800,ZS04g0392100
ZS07g0120800,ZS10g0410500
ZS12g0371500,ZS08g0039200
ZS10g0036300,ZS10g0477000
ZS09g0105700,ZS06g0412400
ZS01g0129300,ZS01g0406900
ZS11g0032300,ZS03g0294900
ZS12g0053900,ZS05g0506800
ZS11g0619900,ZS04g0681000
ZS12g0501800,ZS03g0560300
ZS01g0622700,ZS04g0314100
ZS06g0402300,ZS12g0236500
ZS02g0290000,ZS05g0577400
ZS08g0019900,ZS05g0507600
ZS01g0450000,ZS08g0634700
ZS04g0481500,ZS02g0570300
ZS08g0236400,ZS05g0582800
ZS07g0069900,ZS03g0064800
ZS06g0540500,ZS02g0061600
ZS03g0814100,ZS09g0043900
ZS06g0355300,ZS06g0331400
ZS10g0039100,ZS04g0647100
ZS04g0671600,ZS07g0553600
ZS03g0405700,ZS02g0523900
ZS03g0781800,ZS09g0264400
ZS03g0708600,ZS08g0520400
ZS11g0526100,ZS01g0640900
ZS11g0414400,ZS01g0193600
ZSUN02g00105,ZS03g0332300
ZS04g0735700,ZS09g0189500
ZS07g0478000,ZS11g0225800
ZS03g0652800,ZS05g0021100
ZS02g0588600,ZS02g0093000
ZS05g0461100,ZS01g0778500
ZS12g0358200,ZS02g0173800
ZS10g0376100,ZS08g0189600
