Annotation1,Annotation2
MH05g0544600,MH07g0196800
MH05g0263100,MH02g0550600
MH12g0130200,MH02g0593600
MH01g0792400,MH04g0598100
MH02g0122400,MH03g0721900
MH06g0047600,MH05g0092850
MH06g0509500,MH08g0021000
MH11g0530100,MH05g0406200
MH11g0016000,MH06g0217100
MH11g0089300,MH01g0461800
MH01g0660500,MH01g0523600
MH09g0272400,MH05g0258900
MH07g0546900,MH08g0358500
MH03g0108900,MH07g0495000
MH03g0177400,MH02g0237400
MH06g0074900,MH04g0192800
MH10g0202000,MH03g0646100
MH08g0275100,MH03g0499400
MH02g0092600,MH11g0115400
MH05g0435000,MH03g0012100
MH07g0042200,MH10g0131100
MH01g0392800,MH01g0157700
MH09g0240900,MH02g0039200
MH04g0429400,MH07g0244900
MH02g0375300,MH03g0048200
MH04g0641500,MH02g0095900
MH05g0538700,MH10g0130000
MH08g0545100,MH01g0774400
MH04g0505500,MH07g0303800
MH02g0600200,MH06g0231300
MH11g0649600,MH08g0055400
MH08g0410800,MH03g0760700
MH05g0157300,MH12g0206500
MH07g0082700,MH04g0277000
MH11g0348300,MH06g0166700
MH01g0577100,MH07g0208000
MH09g0137800,MH01g0631400
MH12g0304900,MH03g0620500
MH01g0142100,MH12g0143500
MH02g0143800,MH07g0411200
MH10g0043000,MH11g0033300
MH06g0567300,MH03g0112300
MH04g0061900,MH07g0108100
MH12g0410700,MH02g0067000
MH06g0711700,MH01g0251400
MH05g0185100,MH11g0648400
MH07g0236100,MH07g0381000
MH01g0159900,MH03g0228900
MH04g0110800,MH06g0291100
MH04g0140800,MH02g0669700
MH11g0014200,MH04g0114000
MH09g0233300,MH07g0175500
MH08g0519200,MH08g0555800
MH09g0158900,MH01g0138300
MH10g0280900,MH11g0267000
MH08g0477800,MH05g0284700
MH08g0340800,MH10g0438100
MH11g0375400,MH07g0542400
MH02g0509500,MH02g0299200
MH05g0308100,MH06g0533500
MH09g0105200,MH03g0599900
MH11g0517600,MH09g0322200
MH10g0260400,MH04g0039900
MH08g0373400,MH06g0304700
MH04g0045000,MH04g0277100
MH12g0421300,MH06g0134600
MH03g0685400,MH03g0589700
MH06g0566900,MH10g0319900
MH02g0313300,MH04g0332000
MH03g0240300,MH09g0065500
MH11g0537800,MH03g0562300
MH07g0061300,MH10g0392200
MH03g0506900,MH02g0549800
MH12g0455300,MH02g0250300
MH02g0093700,MH11g0089600
MH01g0594100,MH04g0328700
MH09g0450000,MH11g0530800
MH03g0276600,MH06g0221100
MH02g0043900,MH10g0281600
MH12g0320900,MH10g0321700
MH09g0177700,MH01g0267600
MH01g0282100,MH01g0327500
MH07g0533000,MH02g0644200
MH09g0314100,MH06g0486300
MH07g0119000,MH08g0050200
MH01g0054300,MH06g0553400
MH01g0799100,MH09g0190800
MH03g0449700,MH12g0352500
MH01g0304100,MH08g0415500
MH02g0468200,MH03g0744100
MH03g0122300,MH03g0730400
MH05g0040900,MH01g0501100
MH09g0173100,MH01g0544200
MH05g0402700,MH01g0282300
MH08g0217800,MH06g0190900
MH07g0521500,MH05g0300100
MH10g0309500,MH04g0246400
MH02g0064100,MH01g0045000
MH07g0224000,MH04g0108300
MH01g0220900,MH07g0131100
MH09g0137300,MH01g0079900
MH05g0460600,MH02g0330800
MH10g0332100,MH01g0340900
MH04g0088500,MH04g0498100
MH02g0397600,MH01g0753000
MH05g0205700,MH01g0593600
MH01g0166200,MH12g0128700
MH02g0248500,MH06g0674600
MH05g0075400,MH04g0624600
MH07g0258100,MH02g0687600
MH06g0583700,MH09g0245100
MH01g0573500,MH01g0360800
MH10g0434200,MH10g0198800
MH03g0169400,MH01g0550500
MH04g0593700,MH05g0023100
MH06g0678100,MH02g0091300
MH01g0093100,MH08g0449200
MH01g0460300,MH08g0175400
MH04g0581700,MH05g0460300
MH03g0038400,MH04g0513300
MH08g0195800,MH08g0436300
MH10g0176100,MH09g0356200
MH02g0571500,MH07g0498700
MH05g0452600,MH11g0354900
MH09g0392100,MH06g0020600
MH11g0032900,MH02g0609600
MH07g0392100,MH07g0305100
MH04g0111500,MH03g0621000
MH07g0108200,MH03g0105700
MH12g0235500,MH06g0656800
MH04g0098500,MH09g0413300
MH12g0401700,MH04g0353800
MH10g0056400,MH12g0354800
MH03g0285100,MH08g0268200
MH05g0098100,MH03g0544500
MH11g0248000,MH01g0574100
MH12g0045600,MH09g0475100
MH01g0056000,MH07g0338400
MH01g0339800,MH09g0336100
MH11g0560500,MH10g0442700
MH04g0223100,MH01g0776400
MH10g0330300,MH03g0650600
MH01g0671700,MH11g0522600
MH04g0609500,MH12g0108900
MH03g0678900,MH12g0109200
MH10g0362000,MH02g0308000
MH07g0147100,MH10g0123400
MH01g0270900,MH08g0123500
MH06g0186900,MH11g0291500
MH01g0082700,MH03g0125600
MH09g0432600,MH09g0036400
MH01g0484800,MH09g0303900
MH01g0570100,MH04g0232500
MH06g0231100,MH05g0285000
MH10g0175800,MH12g0389800
MH04g0036300,MH02g0031600
MH03g0138000,MH02g0287600
MH10g0258300,MH03g0742100
MH05g0418600,MH08g0179000
MH01g0605700,MH09g0070800
MH10g0105700,MH12g0415000
MH12g0456900,MH04g0011100
MH07g0535000,MH08g0446800
MH04g0639000,MH11g0465500
MH03g0339800,MH07g0024500
MH08g0278300,MH07g0245400
MH08g0219600,MH07g0411600
MH12g0328800,MH04g0281800
MH01g0598600,MH02g0090500
MH01g0670000,MH05g0083800
MH08g0123500,MH08g0195700
MH02g0140700,MH08g0080800
MH06g0569700,MH09g0295900
MH01g0178000,MH09g0400000
MH06g0335200,MH04g0254600
MH03g0691800,MH12g0436400
MH04g0590200,MH06g0108100
MH04g0536800,MH08g0046500
MH06g0060700,MH10g0122400
MH01g0599100,MH06g0411600
MH11g0047900,MH01g0495700
MH05g0464400,MH04g0551300
MH09g0470700,MH09g0435500
MH04g0312500,MH08g0125000
MH07g0064800,MH03g0234900
MH01g0622200,MH04g0635800
MH12g0313300,MH03g0629600
MH07g0545400,MH04g0365300
MH06g0467300,MH07g0269000
MH08g0059900,MH10g0227100
MH05g0516500,MH04g0218200
MH03g0477700,MH11g0029900
MH03g0278800,MH11g0358100
MH11g0465300,MH08g0491700
MH02g0595900,MH01g0165000
MH12g0181400,MH06g0252500
MH12g0243500,MH04g0654100
MH08g0114300,MH06g0551300
MH08g0433800,MH10g0284100
MH10g0189200,MH06g0073900
MH02g0364800,MH03g0084500
MH01g0375900,MH08g0085600
MH02g0168900,MH04g0412200
MH02g0586500,MH11g0526600
MH10g0293000,MH02g0298200
MH02g0177800,MH06g0186000
MH12g0328700,MH03g0078400
MH11g0560100,MH04g0311000
MH01g0665300,MH03g0277900
MH01g0183800,MH08g0311000
MH04g0493500,MH05g0129800
MH04g0401100,MH07g0082400
MH03g0090800,MH05g0189600
MH03g0281600,MH02g0712100
MH01g0122400,MH12g0391600
MH08g0515300,MH06g0398800
MH03g0102100,MH01g0574200
MH01g0777100,MH04g0365100
MH07g0046600,MH06g0017200
MH03g0593200,MH06g0430300
MH01g0738800,MH11g0312000
MH03g0403100,MH09g0011200
MH02g0217200,MH07g0236600
MH07g0411200,MH09g0189200
MH01g0112700,MH11g0193400
MH04g0072000,MH10g0187600
MH08g0400000,MH12g0362200
MH05g0563800,MH01g0504200
MH11g0355200,MH06g0475700
MH12g0371400,MH03g0492500
MH12g0043100,MH08g0132700
MH10g0442600,MH01g0343400
MH02g0082200,MH06g0089100
MH04g0607300,MH06g0099600
MH01g0759700,MH12g0128800
MH08g0423500,MH12g0153800
MH07g0154600,MH11g0268200
MH05g0187900,MH07g0024100
MH04g0451200,MH04g0492100
MH11g0111400,MH04g0251500
MH01g0367900,MH01g0676400
MH01g0521400,MH08g0484900
MH04g0644300,MH01g0569900
MH01g0723000,MH02g0643700
MH01g0146300,MH04g0279300
MH12g0087300,MH03g0080400
MH12g0248300,MH01g0731700
MH01g0541600,MH07g0276900
MH11g0390000,MH05g0450100
MH08g0032200,MH11g0647200
MH01g0305200,MH03g0513300
MH11g0421700,MH04g0609700
MH09g0044800,MH03g0721800
MH05g0012900,MH08g0405300
MH03g0407500,MH04g0112500
MH04g0043400,MH07g0380900
MH06g0395900,MH01g0525500
MH06g0090300,MH09g0215100
MH03g0285200,MH12g0411800
MH12g0116600,MH04g0485200
MH02g0085700,MH03g0113500
MH11g0531300,MH01g0532000
MH03g0591200,MH04g0505700
MH01g0541900,MH11g0444500
MH01g0395400,MH01g0252800
MH11g0396000,MH03g0251200
MH10g0394600,MH04g0267000
MH01g0228500,MH02g0384900
MH01g0414100,MH05g0069400
MH04g0435600,MH12g0050800
MH06g0491300,MH01g0036700
MH05g0147900,MH09g0274000
MH10g0105700,MH02g0362300
MH09g0106900,MH08g0434300
MH09g0363200,MH04g0648300
MH02g0202300,MH07g0354700
MH02g0039700,MH01g0328600
MH09g0302200,MH10g0322400
MH05g0321900,MH03g0472200
MH11g0617300,MH10g0417100
MH06g0252900,MH03g0412600
MH10g0296800,MH05g0069100
MH02g0639400,MH01g0574800
MH08g0357800,MH08g0412700
MH04g0111200,MH07g0441400
MH11g0318100,MH07g0512600
MH05g0411400,MH06g0329300
MH08g0264100,MH08g0474000
MH09g0333600,MH01g0177200
MH12g0363600,MH12g0043500
MH01g0807600,MH03g0676900
MH02g0473800,MH06g0416800
MH12g0261200,MH01g0186600
MH11g0386700,MH04g0668400
MH08g0266100,MH05g0084300
MH03g0592400,MH12g0171100
MH01g0818900,MH04g0175000
MH04g0121200,MH02g0568300
MH02g0645100,MH02g0558300
MH08g0521500,MH06g0132000
MH03g0364200,MH05g0351700
MH02g0693300,MH12g0171500
MH08g0396500,MH06g0312400
MH01g0286300,MH02g0563400
MH03g0627300,MH01g0631300
MH06g0061400,MH11g0357000
MH05g0537700,MH08g0394300
MH12g0325000,MH02g0123300
MH12g0425700,MH01g0654600
MH04g0572300,MH05g0478000
MH05g0521300,MH11g0345500
MH06g0020700,MH05g0571700
MH02g0251900,MH12g0018400
MH01g0386500,MH11g0189300
MH11g0521700,MH11g0121300
MH04g0472700,MH09g0369700
MH04g0572700,MH02g0704900
MH01g0693600,MH06g0163000
MH06g0413300,MH12g0429500
MH10g0172400,MH01g0565000
MH06g0484900,MH04g0149000
MH07g0335700,MH12g0045000
MH04g0356400,MH05g0520700
MH09g0433000,MH10g0353300
MH12g0067300,MH04g0206700
MH10g0313600,MH09g0405500
MH04g0355600,MH04g0552300
MH01g0431500,MH04g0437500
MH04g0335300,MH02g0114200
MH06g0028200,MH12g0460900
MH01g0571800,MH01g0148500
MH09g0271300,MH04g0394200
MH10g0371400,MH12g0392800
MH11g0234500,MH07g0326100
MH05g0150300,MH08g0434200
MH01g0803300,MH09g0237700
MH05g0384200,MH02g0223600
MH05g0531900,MH03g0194200
MH06g0092500,MH09g0364100
MH06g0227400,MH08g0492400
MH05g0503300,MH10g0221200
MH02g0515000,MH12g0184000
MH06g0450900,MH10g0252500
MH08g0062100,MH10g0141300
MH03g0473500,MH01g0569700
MH03g0586300,MH05g0436300
MH06g0154700,MH08g0182100
MH07g0381000,MH09g0464800
MH10g0179900,MH07g0515800
MH04g0496100,MH05g0543500
MH01g0602100,MH07g0544800
MH05g0511600,MH04g0654100
MH03g0272800,MH02g0217100
MH09g0100300,MH03g0050200
MH03g0365500,MH01g0249500
MH01g0807700,MH10g0189600
MH04g0218100,MH03g0730900
MH08g0242800,MH02g0312500
MH11g0234900,MH09g0461000
MH02g0242900,MH05g0150000
MH05g0424300,MH04g0086800
MH07g0511500,MH05g0480600
MH08g0157400,MH11g0216100
MH03g0503200,MH08g0327500
MH05g0183900,MH09g0265400
MH04g0416900,MH11g0416600
MH09g0459900,MH09g0294400
MH07g0157400,MH02g0023100
MH09g0450200,MH03g0190700
MH06g0575100,MH04g0617300
MH03g0568500,MH03g0216300
MH01g0164400,MH06g0027900
MH02g0647600,MH07g0505500
MH12g0211900,MH10g0070900
MH02g0547000,MH02g0227400
MH01g0704800,MH10g0324600
MH02g0692800,MH02g0377100
MH09g0349600,MH09g0179600
MH02g0387600,MH12g0147100
MH05g0232800,MH03g0511600
MH01g0453300,MH04g0296400
MH11g0223200,MH09g0398800
MH07g0403600,MH03g0338700
MH11g0545500,MH11g0540200
MH11g0194100,MH06g0246500
MH05g0290000,MH11g0488000
MH07g0359100,MH06g0101000
MH07g0441000,MH06g0624300
MH05g0343400,MH02g0054700
MH05g0127000,MH10g0147200
MH08g0342900,MH08g0259200
MH04g0560500,MH08g0085000
MH06g0015000,MH03g0358000
MH09g0172000,MH08g0407200
MH01g0699300,MH03g0550200
MH02g0392800,MH10g0199600
MH11g0416200,MH08g0083200
MH10g0231500,MH12g0280800
MH01g0252200,MH10g0357700
MH11g0117000,MH06g0359800
MH12g0315500,MH06g0266800
MH10g0312300,MH01g0262600
MH11g0345100,MH02g0619900
MH06g0659300,MH02g0112900
MH12g0046100,MH02g0078800
MH12g0307900,MH09g0216700
MH05g0496400,MH07g0099900
MH09g0445700,MH08g0138000
MH04g0629100,MH05g0361500
MH10g0029000,MH11g0060900
MH03g0402300,MH06g0236100
MH07g0524800,MH02g0698600
MH04g0299700,MH04g0147800
MH10g0017900,MH01g0518200
MH06g0704100,MH05g0495400
MH02g0236100,MH04g0204300
MH03g0046600,MH01g0087400
MH01g0302300,MH09g0089800
MH02g0198600,MH01g0079700
MH09g0102900,MH04g0470000
MH01g0751600,MH07g0227600
MH06g0023400,MH01g0523900
MH03g0220100,MH09g0298400
MH11g0214400,MH08g0571200
MH05g0055600,MH04g0120100
MH04g0274600,MH05g0094000
MH02g0403800,MH04g0220900
MH05g0343000,MH08g0251100
MH02g0094100,MH03g0451900
MH08g0293500,MH07g0115000
MH06g0157700,MH09g0337500
MH02g0410000,MH09g0166800
MH03g0410700,MH02g0316300
MH03g0361600,MH04g0238600
MH02g0089600,MH03g0402300
MH11g0111700,MH09g0349500
MH05g0065000,MH05g0349700
MH07g0014400,MH09g0357600
MH10g0174200,MH01g0098700
MH06g0708500,MH03g0697200
MH01g0708200,MH12g0194000
MH03g0097400,MH04g0416400
MH07g0424000,MH10g0047200
MH04g0147600,MH06g0482400
MH07g0536500,MH01g0258300
MH05g0082000,MH02g0481200
MH11g0019300,MH12g0065000
MH11g0329800,MH10g0142400
MH04g0603300,MH10g0066200
MH10g0387600,MH07g0088300
MH02g0582900,MH03g0268900
MH03g0477800,MH01g0090500
MH03g0699300,MH01g0323500
MH11g0483700,MH04g0658400
MH08g0078800,MH01g0565700
MH06g0175100,MH02g0547200
MH04g0468200,MH01g0299700
MH03g0334500,MH07g0019900
MH08g0376800,MH07g0404400
MH06g0247100,MH03g0547600
MH07g0226400,MH10g0360500
MH08g0391300,MH06g0248100
MH01g0546600,MH06g0048900
MH01g0513900,MH12g0423800
MH02g0047400,MH02g0526500
MH03g0371700,MH08g0426500
MH01g0121700,MH10g0031200
MH04g0269100,MH10g0439300
MH10g0350500,MH03g0454000
MH01g0305800,MH01g0456600
MH05g0383700,MH09g0390900
MH01g0340500,MH01g0043700
MH11g0527000,MH07g0170900
MH06g0692900,MH02g0407300
MH11g0084000,MH01g0447500
MH01g0759700,MH09g0267900
MH08g0090100,MH08g0219600
MH11g0653200,MH11g0501100
MH04g0297600,MH10g0239100
MH07g0209200,MH02g0687500
MH01g0039300,MH06g0056100
MH07g0415200,MH07g0551900
MH05g0017400,MH01g0134400
MH06g0482500,MH12g0085200
MH10g0078600,MH07g0350800
MH09g0177700,MH06g0187200
MH04g0379600,MH03g0450900
MH03g0592800,MH08g0426600
MH12g0172100,MH04g0235900
MH12g0189800,MH02g0336400
MH09g0061000,MH01g0031700
MH11g0437200,MH11g0037800
MH11g0660000,MH08g0433500
MH10g0014400,MH02g0053800
MH02g0032800,MH04g0613900
MH11g0354800,MH02g0399200
MH11g0488400,MH12g0250300
MH09g0435400,MH09g0189800
MH06g0333200,MH06g0333900
MH10g0191200,MH12g0245600
MH01g0601600,MH02g0557900
MH03g0494400,MH04g0086900
MH11g0426300,MH03g0594000
MH05g0056700,MH07g0339400
MH03g0046300,MH04g0470900
MH02g0384400,MH01g0445700
MH03g0209100,MH03g0621600
MH11g0614500,MH08g0178200
MH04g0610500,MH03g0563800
MH11g0559700,MH07g0377800
MH10g0285000,MH08g0337200
MH05g0434700,MH07g0494600
MH08g0332400,MH09g0363900
MH05g0036400,MH08g0091200
MH05g0371700,MH07g0381000
MH07g0277800,MH12g0060200
MH03g0377800,MH11g0647200
MH06g0481100,MH05g0049700
MH05g0083500,MH06g0591000
MH11g0252900,MH06g0088100
MH10g0356700,MH08g0558700
MH11g0208100,MH12g0114800
MH04g0072900,MH01g0136700
MH08g0571100,MH02g0119300
MH10g0228300,MH10g0018700
MH08g0394100,MH12g0345000
MH08g0139500,MH07g0144000
MH10g0394300,MH04g0213400
MH04g0118200,MH10g0138900
MH01g0341500,MH01g0071500
MH05g0325200,MH04g0583300
MH10g0358300,MH08g0227400
MH02g0689900,MH07g0324300
MH01g0649200,MH01g0313900
MH06g0076600,MH06g0330800
MH03g0724000,MH04g0079200
MH01g0510200,MH08g0509900
MH01g0359200,MH11g0192900
MH07g0105900,MH08g0508200
MH03g0551300,MH02g0165000
MH03g0587800,MH03g0117600
MH04g0086700,MH02g0284300
MH02g0168100,MH04g0509200
MH01g0540900,MH01g0329100
MH02g0708700,MH07g0097100
MH02g0194900,MH12g0408500
MH03g0189600,MH04g0246600
MH06g0264600,MH11g0075200
MH11g0122800,MH06g0108000
MH03g0414800,MH05g0352500
MH04g0352100,MH07g0221800
MH03g0020400,MH10g0367400
MH12g0188400,MH01g0421400
MH03g0747300,MH07g0075600
MH01g0734400,MH02g0672700
MH02g0503100,MH07g0124000
MH03g0045600,MH05g0479900
MH10g0041200,MH04g0277600
MH01g0290000,MH10g0163100
MH12g0112500,MH05g0526000
MH09g0380900,MH10g0045400
MH03g0170300,MH04g0601600
MH11g0045600,MH01g0510700
MH03g0016300,MH11g0371100
MH09g0369300,MH05g0101100
MH11g0207800,MH07g0091800
MH07g0143000,MH03g0082500
MH01g0509900,MH11g0351900
MH01g0170700,MH12g0111700
MH01g0056900,MH10g0396200
MH08g0342000,MH03g0423700
MH01g0776300,MH04g0688700
MH02g0524300,MH02g0014900
MH10g0048100,MH11g0056700
MH08g0368900,MH06g0704000
MH11g0329400,MH09g0462100
MH01g0422200,MH03g0302700
MH01g0489300,MH07g0085500
MH03g0125600,MH04g0070500
MH11g0170500,MH04g0492000
MH09g0073200,MH12g0122400
MH07g0155000,MH09g0188400
MH10g0025900,MH04g0350200
MH01g0286200,MH04g0349100
MH07g0468700,MH12g0012300
MH07g0227300,MH01g0359400
MH09g0170300,MH05g0293200
MH05g0514700,MH03g0571200
MH06g0397900,MH12g0048700
MH03g0096200,MH05g0546500
MH07g0161100,MH11g0411900
MH12g0323200,MH01g0664200
MH05g0038500,MH04g0435400
MH05g0081900,MH02g0333700
MH01g0314500,MH11g0116200
MH03g0287500,MH01g0609700
MH02g0513100,MH11g0431100
MH01g0380700,MH07g0079900
MH03g0438600,MH11g0193700
MH12g0023300,MH06g0572100
MH09g0407500,MH06g0698200
MH01g0269300,MH05g0323100
MH02g0361900,MH04g0577800
MH11g0036600,MH03g0523300
MH05g0144700,MH04g0071500
MH08g0126900,MH07g0302900
MH10g0233100,MH08g0376000
MH09g0031200,MH04g0513500
MH07g0413500,MH05g0121800
MH11g0069800,MH08g0179200
MH08g0266700,MH10g0422700
MH01g0094200,MH09g0348900
MH04g0083700,MH07g0379100
MH02g0384300,MH04g0131000
MH11g0162000,MH03g0085700
MH11g0046100,MH05g0252500
MH05g0154000,MH05g0464400
MH05g0164800,MH09g0302600
MH04g0152400,MH01g0301900
MH01g0532900,MH02g0072100
MH02g0091200,MH02g0236900
MH06g0251700,MH07g0541000
MH12g0110400,MH11g0376800
MH08g0220100,MH12g0260400
MH03g0304300,MH12g0058400
MH05g0370700,MH03g0228900
MH02g0463100,MH02g0647600
MH01g0130400,MH02g0515000
MH03g0698000,MH07g0377700
MH08g0445400,MH06g0121800
MH11g0528700,MH07g0437400
MH06g0026600,MH03g0761500
MH04g0078400,MH06g0476300
MH05g0415500,MH01g0046500
MH04g0659200,MH06g0079500
MH08g0520200,MH03g0761700
MH08g0549600,MH03g0439800
MH05g0527000,MH01g0629300
MH01g0564800,MH12g0393700
MH02g0035000,MH02g0501500
MH09g0307200,MH02g0121800
MH01g0545200,MH08g0023900
MH06g0045600,MH04g0670200
MH10g0248100,MH05g0214500
MH01g0012100,MH09g0035700
MH04g0469500,MH05g0336400
MH01g0548200,MH01g0528100
MH08g0014400,MH01g0694400
MH11g0443400,MH10g0354900
MH07g0379100,MH08g0378200
MH05g0012000,MH08g0159700
MH09g0061100,MH05g0399700
MH11g0043100,MH01g0569900
MH02g0544900,MH07g0173300
MH04g0157100,MH02g0489500
MH07g0415100,MH12g0070600
MH07g0196200,MH07g0030300
MH12g0343000,MH11g0107100
MH09g0063700,MH10g0042400
MH04g0236800,MH07g0304100
MH05g0407700,MH02g0399900
MH08g0505900,MH03g0251400
MH04g0212400,MH10g0376300
MH11g0543000,MH02g0519200
MH03g0089500,MH02g0522700
MH11g0487800,MH04g0282800
MH01g0799400,MH12g0419700
MH04g0555500,MH12g0134100
MH01g0282100,MH04g0029500
MH02g0069800,MH12g0346600
MH11g0524200,MH02g0587500
MH05g0423100,MH12g0019200
MH03g0399200,MH06g0700200
MH05g0410300,MH02g0105900
MH11g0579700,MH01g0512100
MH07g0359800,MH06g0087900
MH10g0431300,MH01g0154100
MH03g0476100,MH08g0491400
MH04g0154500,MH01g0037700
MH10g0168000,MH01g0818000
MH11g0269000,MH12g0213200
MH09g0183000,MH04g0539000
MH06g0533300,MH07g0241300
MH12g0139800,MH07g0308000
MH10g0361900,MH03g0433900
MH01g0029300,MH06g0149500
MH04g0593300,MH10g0134800
MH03g0515000,MH10g0364700
MH05g0516700,MH10g0120000
MH03g0618100,MH03g0585900
MH11g0389900,MH11g0190500
MH08g0253100,MH12g0454800
MH03g0114400,MH12g0448000
MH07g0481000,MH12g0316700
MH04g0592700,MH01g0446500
MH10g0173800,MH04g0169200
MH01g0792400,MH02g0543000
MH05g0016800,MH11g0112500
MH03g0731600,MH01g0287000
MH11g0492800,MH06g0569600
MH03g0089700,MH04g0268700
MH07g0532500,MH11g0194800
MH04g0417800,MH08g0391600
MH02g0029400,MH02g0316900
MH02g0059100,MH01g0130300
MH05g0060200,MH01g0463000
MH03g0499800,MH12g0142900
MH06g0512200,MH06g0707600
MH12g0021800,MH02g0556900
MH07g0040900,MH04g0592500
MH04g0577200,MH01g0610900
MH04g0296100,MH02g0010600
MH01g0489500,MH04g0352600
MH02g0493300,MH03g0090300
MH02g0267800,MH09g0270500
MH04g0665400,MH04g0668000
MH03g0589800,MH03g0595300
MH12g0200400,MH04g0408500
MH10g0214300,MH03g0109200
MH07g0228300,MH06g0482900
MH06g0311800,MH12g0456300
MH06g0570600,MH11g0479400
MH06g0360800,MH04g0514000
MH02g0121900,MH09g0447300
MH07g0020700,MH07g0262400
MH01g0128300,MH02g0013400
MH08g0127900,MH08g0355000
MH05g0381500,MH02g0037400
MH06g0583900,MH10g0036700
MH05g0418400,MH01g0503500
MH05g0233600,MH07g0521700
MH01g0455000,MH11g0659200
MH11g0188800,MH10g0030200
MH12g0425700,MH06g0028600
MH04g0378000,MH09g0043700
MH03g0568900,MH08g0274700
MH07g0175000,MH05g0330600
MH01g0285200,MH05g0061400
MH08g0282600,MH01g0670800
MH10g0040300,MH01g0673500
MH05g0373600,MH05g0195300
MH04g0107600,MH04g0135100
MH07g0062800,MH05g0097000
MH04g0546300,MH01g0623600
MH05g0029100,MH02g0193200
MH07g0540800,MH09g0348800
MH04g0083200,MH08g0492400
MH10g0041100,MH06g0056400
MH08g0401500,MH01g0062500
MH05g0416800,MH04g0040600
MH12g0322400,MH04g0188400
MH12g0424200,MH02g0122700
MH10g0245000,MH04g0334400
MH11g0600200,MH06g0215500
MH03g0425100,MH05g0148800
MH04g0437700,MH12g0214500
MH08g0413300,MH01g0083700
MH08g0492600,MH08g0397700
MH08g0553500,MH03g0509900
MH03g0742100,MH01g0682500
MH02g0645100,MH10g0238900
MH01g0269300,MH09g0139200
MH07g0314100,MH01g0696400
MH08g0570000,MH05g0500400
MH11g0080500,MH08g0295100
MH03g0331500,MH01g0567800
MH04g0154100,MH08g0337900
MH07g0286700,MH03g0105600
MH04g0486600,MH11g0291500
MH09g0139500,MH07g0396300
MH04g0138100,MH07g0428400
MH06g0581600,MH03g0658800
MH01g0316000,MH05g0344300
MH06g0398000,MH11g0579100
MH05g0466600,MH02g0046000
MH05g0349100,MH06g0193500
MH10g0264600,MH12g0171500
MH06g0015600,MH04g0604000
MH06g0466800,MH07g0513100
MH03g0677100,MH09g0449100
MH10g0381100,MH08g0230300
MH04g0110000,MH01g0485600
MH11g0195300,MH11g0195000
MH01g0637200,MH11g0169400
MH12g0360900,MH02g0590200
MH06g0483800,MH06g0270300
MH10g0247700,MH01g0256000
MH09g0469900,MH04g0030500
MH11g0114600,MH11g0184900
MH06g0665300,MH02g0608100
MH04g0700800,MH07g0104700
MH09g0348600,MH01g0443500
MH07g0244400,MH09g0363100
MH12g0228100,MH04g0381700
MH07g0416200,MH07g0129200
MH12g0048100,MH09g0109800
MH04g0417800,MH04g0245700
MH04g0517800,MH01g0516100
MH06g0096200,MH11g0150700
MH04g0682300,MH02g0557700
MH07g0495500,MH08g0378600
MH10g0387800,MH10g0261300
MH03g0696000,MH07g0432800
MH11g0656600,MH03g0097700
MH05g0325200,MH02g0358100
MH04g0547400,MH01g0749100
MH10g0369000,MH06g0662600
MH04g0207000,MH04g0540600
MH11g0151700,MH02g0599900
MH05g0162300,MH05g0240400
MH04g0655700,MH02g0697600
MH01g0140400,MH03g0365100
MH06g0663900,MH08g0083900
MH01g0247800,MH04g0627300
MH09g0098700,MH03g0275100
MH04g0139600,MH10g0170800
MH08g0571500,MH06g0280400
MH08g0266100,MH06g0102100
MH07g0315200,MH08g0367900
MH11g0520400,MH06g0185400
MH11g0012300,MH02g0180200
MH10g0178500,MH02g0093800
MH08g0215500,MH08g0402600
MH07g0221900,MH01g0727000
MH11g0562400,MH01g0574400
MH02g0108700,MH01g0369500
MH07g0543900,MH11g0436200
MH11g0654800,MH04g0629500
MH02g0011900,MH10g0435100
MH05g0270600,MH01g0756600
MH05g0057500,MH08g0015500
MH08g0160300,MH09g0418100
MH08g0026600,MH04g0573800
MH10g0240600,MH09g0087400
MH03g0322500,MH12g0295300
MH06g0587900,MH02g0565100
MH03g0291100,MH04g0146700
MH10g0134500,MH06g0250800
MH07g0271800,MH11g0633100
MH02g0271800,MH03g0059400
MH03g0542600,MH02g0304600
MH04g0174400,MH03g0717500
MH08g0484700,MH05g0359700
MH09g0162500,MH07g0388800
MH12g0207700,MH02g0400800
MH08g0363700,MH01g0183000
MH07g0427300,MH09g0064700
MH11g0223100,MH05g0040100
MH06g0567700,MH12g0426600
MH08g0242200,MH04g0705200
MH02g0090500,MH02g0123300
MH12g0231000,MH09g0320000
MH11g0451800,MH04g0304500
MH11g0110200,MH03g0550500
MH02g0236200,MH05g0478000
MH10g0044000,MH11g0185500
MH04g0052700,MH02g0045300
MH01g0257400,MH02g0220500
MH07g0408200,MH05g0515100
MH03g0170900,MH04g0197000
MH08g0521400,MH09g0190000
MH02g0097300,MH07g0246300
MH05g0229300,MH05g0066000
MH02g0554700,MH12g0237500
MH11g0379300,MH10g0334500
MH06g0024100,MH08g0405400
MH04g0355100,MH02g0617700
MH12g0369200,MH12g0013900
MH11g0427800,MH05g0471700
MH03g0446700,MH02g0594300
MH03g0433700,MH03g0722700
MH10g0431400,MH03g0720500
MH08g0015800,MH01g0532100
MH05g0539700,MH07g0223500
