Annotation1,Annotation2
MH04g0330700,MH11g0061500
MH11g0212600,MH02g0428700
MH09g0193700,MH03g0767000
MH06g0526200,MH05g0421700
MH07g0310900,MH06g0488700
MH04g0635000,MH01g0464500
MH02g0148300,MH02g0036600
MH02g0092100,MH10g0131500
MH02g0088400,MH09g0393900
MH07g0236100,MH06g0156100
MH04g0531500,MH07g0498900
MH08g0525200,MH10g0068100
MH04g0107900,MH10g0435100
MH05g0333100,MH05g0177400
MH01g0055200,MH07g0319300
MH12g0212600,MH07g0131400
MH11g0486200,MH07g0282000
MH09g0030300,MH03g0489800
MH12g0385500,MH01g0085300
MH09g0385200,MH05g0476700
MH07g0247100,MH08g0213800
MH02g0249700,MH01g0418400
MH05g0069800,MH07g0237800
MH11g0305300,MH08g0477200
MH11g0218100,MH04g0358800
MH09g0380500,MH01g0248100
MH01g0093400,MH04g0025200
MH07g0165400,MH03g0455900
MH10g0203200,MH08g0113600
MH08g0400100,MH06g0596300
MH09g0088800,MH01g0178600
MH10g0171100,MH01g0506300
MH04g0074800,MH07g0501400
MH02g0250000,MH01g0463900
MH02g0160400,MH11g0075400
MH08g0082100,MH08g0048400
MH02g0355400,MH07g0223700
MH01g0287700,MH12g0153000
MH09g0199100,MH08g0115100
MH01g0636300,MH09g0360400
MH01g0581000,MH12g0169600
MH07g0117500,MH12g0313900
MH02g0239200,MH04g0656000
MH12g0052100,MH08g0028100
MH05g0104600,MH08g0177600
MH05g0122200,MH11g0053900
MH08g0271000,MH04g0597700
MH11g0112400,MH11g0137400
MH10g0045400,MH06g0105300
MH02g0033400,MH08g0407500
MH10g0058500,MH12g0407300
MH12g0414800,MH05g0358200
MH11g0166100,MH12g0294000
MH10g0132400,MH03g0237400
MH11g0028300,MH06g0102400
MH03g0255900,MH06g0535200
MH03g0384600,MH04g0238500
MH12g0033500,MH12g0320900
MH08g0342400,MH11g0027900
MH08g0429100,MH11g0253000
MH06g0288000,MH05g0186200
MH05g0208800,MH11g0517500
MH11g0521900,MH05g0450500
MH11g0077600,MH09g0358500
MH08g0014400,MH11g0218200
MH06g0187200,MH06g0677000
MH03g0377600,MH04g0063700
MH12g0387400,MH02g0016500
MH07g0150600,MH10g0149700
MH02g0286200,MH06g0272800
MH04g0404300,MH06g0492200
MH04g0689200,MH11g0546300
MH07g0157100,MH10g0070800
MH08g0382300,MH08g0046100
MH01g0487500,MH03g0233900
MH05g0503300,MH01g0306300
MH01g0423600,MH01g0281900
MH06g0216500,MH02g0427400
MH03g0473200,MH07g0361000
MH11g0479900,MH06g0104100
MH11g0524800,MH10g0146700
MH03g0698900,MH11g0369300
MH03g0423100,MH02g0196300
MH08g0412300,MH08g0312100
MH06g0699800,MH12g0250200
MH03g0214700,MH02g0298700
MH01g0045000,MH08g0488000
MH11g0366900,MH03g0166700
MH11g0309900,MH11g0467800
MH02g0193800,MH06g0336500
MH05g0500000,MH09g0144900
MH10g0012300,MH11g0282000
MH01g0464200,MH04g0139000
MH01g0275200,MH01g0410700
MH03g0396000,MH10g0294400
MH04g0245200,MH08g0492400
MH08g0211100,MH11g0286900
MH01g0126300,MH02g0500300
MH01g0415800,MH09g0414900
MH02g0388700,MH04g0487800
MH10g0238000,MH01g0343700
MH10g0440800,MH10g0137700
MH07g0221800,MH09g0333800
MH08g0051200,MH11g0192100
MH11g0469000,MH02g0223600
MH04g0295000,MH02g0394900
MH10g0061300,MH12g0146100
MH11g0377800,MH01g0325200
MH04g0203300,MH05g0508400
MH12g0208400,MH01g0365800
MH06g0708900,MH03g0169400
MH06g0267600,MH06g0241500
MH10g0256700,MH06g0236700
MH07g0321100,MH09g0012800
MH11g0254300,MH03g0207700
MH07g0311700,MH08g0444200
MH07g0328200,MH02g0357300
MH03g0397700,MH02g0459200
MH09g0288800,MH06g0277100
MH02g0459900,MH07g0269100
MH04g0393900,MH11g0187400
MH01g0034200,MH02g0643300
MH12g0039500,MH10g0102200
MH11g0430000,MH01g0813400
MH01g0092200,MH09g0239900
MH01g0652100,MH10g0075900
MH08g0447300,MH03g0415500
MH07g0109000,MH04g0220600
MH04g0010900,MH03g0420800
MH02g0178900,MH04g0087500
MH06g0701400,MH03g0618700
MH11g0392300,MH06g0363700
MH09g0161000,MH10g0438600
MH11g0657400,MH07g0406700
MH08g0422400,MH06g0232000
MH11g0232100,MH05g0563400
MH12g0046600,MH06g0593200
MH04g0584600,MH11g0270300
MH10g0113600,MH06g0616400
MH01g0418500,MH11g0192000
MH09g0086400,MH05g0477400
MH03g0409000,MH01g0477700
MH12g0201300,MH11g0445000
MH07g0485800,MH08g0328600
MH08g0469600,MH08g0469200
MH11g0466700,MH03g0287800
MH07g0244900,MH02g0627800
MH08g0017600,MH03g0758900
MH12g0089500,MH07g0179300
MH06g0352600,MH02g0617300
MH01g0316400,MH09g0213600
MH12g0020300,MH01g0584100
MH02g0098600,MH08g0117000
MH04g0215900,MH09g0196000
MH12g0210100,MH08g0120300
MH03g0265900,MH10g0419000
MH02g0148000,MH08g0022400
MH05g0118600,MH10g0253900
MH01g0574100,MH09g0377600
MH12g0346100,MH10g0012700
MH10g0031300,MH02g0177900
MH04g0191200,MH12g0173900
MH07g0328600,MH04g0205600
MH06g0657400,MH04g0085300
MH06g0356600,MH08g0086100
MH11g0314800,MH09g0326800
MH09g0212200,MH07g0175600
MH05g0148200,MH09g0168700
MH11g0494100,MH07g0131800
MH08g0056100,MH03g0341200
MH11g0574800,MH08g0013300
MH01g0470200,MH03g0038700
MH02g0426500,MH09g0135600
MH10g0069600,MH12g0107100
MH06g0395200,MH06g0059400
MH04g0466200,MH03g0172300
MH01g0740100,MH05g0042400
MH09g0372700,MH03g0327300
MH04g0121300,MH05g0561900
MH01g0168500,MH08g0020600
MH02g0376400,MH06g0487300
MH03g0145400,MH05g0194900
MH04g0172600,MH05g0334000
MH05g0272900,MH10g0011200
MH10g0194500,MH10g0256900
MH07g0181200,MH05g0090900
MH09g0382000,MH04g0615400
MH10g0222300,MH10g0051400
MH10g0289000,MH06g0157900
MH05g0287600,MH04g0199100
MH06g0105500,MH06g0614000
MH11g0354300,MH07g0147600
MH12g0180200,MH02g0249000
MH03g0273800,MH03g0398100
MH10g0320700,MH07g0459100
MH08g0386700,MH07g0335200
MH12g0397600,MH08g0487400
MH10g0387600,MH11g0187200
MH03g0321700,MH04g0310500
MH02g0069300,MH10g0382600
MH11g0649300,MH01g0260000
MH09g0454500,MH06g0417700
MH10g0173000,MH07g0511300
MH05g0084200,MH04g0304300
MH06g0469400,MH08g0334500
MH03g0690700,MH03g0267200
MH09g0309000,MH10g0429200
MH03g0333800,MH01g0807000
MH01g0508900,MH11g0390600
MH07g0241200,MH08g0366600
MH07g0367000,MH08g0547300
MH12g0351100,MH09g0329600
MH02g0116800,MH07g0502000
MH05g0270500,MH07g0062500
MH05g0149600,MH05g0358700
MH08g0295300,MH01g0161400
MH02g0442500,MH07g0184700
MH05g0362400,MH07g0042800
MH01g0282600,MH12g0014500
MH03g0650000,MH07g0046700
MH11g0466600,MH01g0175800
MH05g0133500,MH03g0086000
MH02g0550200,MH12g0424400
MH06g0355700,MH10g0178900
MH01g0659000,MH04g0087000
MH09g0384700,MH01g0385400
MH12g0128500,MH11g0192600
MH09g0234200,MH03g0342600
MH07g0335100,MH03g0688700
MH03g0177600,MH11g0543000
MH05g0562100,MH06g0076900
MH02g0053800,MH06g0190800
MH07g0457700,MH05g0062900
MH03g0257400,MH10g0163500
MH11g0039800,MH02g0280400
MH08g0272000,MH10g0189500
MH09g0242900,MH09g0223700
MH02g0052700,MH02g0337800
MH06g0675900,MH11g0528700
MH08g0311900,MH11g0348800
MH11g0114200,MH09g0392400
MH08g0128800,MH03g0625400
MH12g0051600,MH12g0406200
MH11g0220200,MH08g0059500
MH05g0043900,MH07g0494800
MH09g0146600,MH11g0546100
MH11g0483700,MH03g0337200
MH03g0289100,MH09g0303300
MH01g0323500,MH08g0135900
MH02g0520900,MH05g0467700
MH03g0647900,MH02g0193900
MH10g0423900,MH03g0043800
MH02g0293900,MH04g0394300
MH01g0268100,MH03g0458300
MH01g0567600,MH08g0057100
MH11g0315400,MH02g0236300
MH08g0312500,MH09g0333500
MH05g0388100,MH07g0284600
MH10g0050200,MH01g0584000
MH06g0357800,MH02g0071900
MH04g0520900,MH06g0530000
MH04g0240000,MH04g0129800
MH05g0526800,MH02g0148500
MH01g0515100,MH03g0329900
MH03g0106400,MH01g0407000
MH04g0331200,MH09g0121900
MH04g0411900,MH09g0061200
MH02g0179000,MH01g0328400
MH10g0168300,MH12g0347600
MH11g0071700,MH09g0091300
MH11g0430600,MH12g0302100
MH07g0529700,MH08g0025000
MH09g0043700,MH01g0592000
MH05g0046600,MH02g0662600
MH03g0144800,MH07g0112600
MH02g0219100,MH01g0150500
MH07g0259100,MH11g0497800
MH09g0277400,MH05g0261200
MH04g0209200,MH03g0146800
MH11g0070700,MH12g0252600
MH05g0548600,MH08g0546100
MH05g0260000,MH12g0387600
MH01g0261200,MH10g0220900
MH03g0522800,MH04g0210900
MH11g0487200,MH04g0033000
MH06g0568600,MH12g0198600
MH12g0251700,MH03g0022300
MH03g0448000,MH07g0267300
MH08g0421900,MH12g0430400
MH03g0367500,MH08g0197500
MH05g0152000,MH06g0706200
MH11g0585500,MH01g0294100
MH09g0177300,MH11g0481300
MH03g0089900,MH05g0410700
MH11g0522600,MH06g0303100
MH06g0575300,MH07g0096600
MH12g0341900,MH07g0149800
MH10g0040600,MH04g0415000
MH11g0449000,MH06g0672000
MH10g0203300,MH08g0209400
MH07g0279600,MH08g0325900
MH05g0098600,MH10g0258100
MH07g0080800,MH07g0401900
MH02g0615400,MH06g0310600
MH02g0280300,MH09g0137600
MH07g0143900,MH08g0293500
MH03g0166900,MH08g0430300
MH02g0211400,MH06g0092900
MH12g0228900,MH02g0196900
MH06g0251400,MH09g0234000
MH06g0707700,MH07g0270400
MH04g0214500,MH05g0155300
MH06g0305900,MH04g0211900
MH11g0431300,MH04g0468100
MH08g0376700,MH04g0606600
MH08g0151600,MH03g0123000
MH01g0663800,MH06g0125300
MH11g0183700,MH11g0028500
MH01g0253000,MH06g0218300
MH06g0596700,MH11g0078200
MH09g0229200,MH06g0414400
MH01g0536900,MH09g0084300
MH08g0063900,MH06g0687500
MH02g0623100,MH02g0505300
MH02g0045700,MH06g0060600
MH12g0052100,MH11g0447300
MH10g0186000,MH08g0157400
MH07g0334100,MH03g0409400
MH12g0126800,MH01g0242800
MH06g0705700,MH03g0197600
MH08g0055500,MH12g0435400
MH09g0091800,MH01g0400800
MH01g0666600,MH10g0041900
MH04g0700800,MH03g0118600
MH06g0267000,MH12g0137500
MH06g0280000,MH01g0779400
MH11g0102800,MH01g0252000
MH03g0057400,MH12g0232600
MH07g0244300,MH04g0351000
MH09g0160900,MH02g0094200
MH08g0103400,MH02g0602500
MH06g0229300,MH09g0226600
MH07g0354800,MH06g0352600
MH08g0081600,MH11g0192500
MH02g0443300,MH04g0109800
MH03g0406500,MH03g0056900
MH10g0331200,MH09g0191900
MH08g0123300,MH09g0043800
MH07g0508700,MH06g0705800
MH04g0125100,MH02g0392900
MH05g0375800,MH02g0699800
MH02g0270400,MH10g0251700
MH08g0048700,MH04g0107300
MH09g0023600,MH03g0623200
MH12g0297900,MH05g0400400
MH10g0033100,MH11g0186100
MH11g0379100,MH01g0394100
MH09g0325300,MH08g0422600
MH04g0048400,MH07g0236300
MH06g0528900,MH09g0308500
MH04g0080200,MH05g0420800
MH05g0472100,MH07g0231500
MH12g0263700,MH04g0281300
MH06g0077800,MH11g0118800
MH09g0156600,MH03g0680200
MH10g0313500,MH04g0053200
MH01g0776700,MH05g0319100
MH04g0612500,MH01g0284000
MH05g0469800,MH07g0240400
MH02g0291900,MH06g0574500
MH11g0655800,MH11g0311400
MH09g0182800,MH01g0809300
MH07g0136200,MH11g0021800
MH08g0467100,MH02g0275600
MH06g0667600,MH08g0262200
MH02g0272200,MH06g0583600
MH09g0035800,MH09g0408800
MH06g0198700,MH10g0193800
MH02g0145600,MH09g0373700
MH02g0479200,MH07g0403000
MH03g0682400,MH08g0465700
MH10g0143900,MH01g0325200
MH07g0425900,MH03g0157600
MH02g0194700,MH07g0103400
MH03g0567200,MH09g0240000
MH05g0332900,MH09g0162300
MH03g0366100,MH12g0140300
MH07g0196000,MH12g0294000
MH12g0225500,MH12g0320100
MH10g0243500,MH02g0402500
MH01g0283700,MH12g0311000
MH04g0190700,MH12g0202700
MH07g0300200,MH08g0362900
MH01g0569700,MH01g0397800
MH11g0441700,MH01g0224600
MH02g0554100,MH02g0307500
MH06g0702700,MH08g0082200
MH04g0223100,MH12g0299100
MH03g0260300,MH08g0209000
MH07g0196200,MH06g0375700
MH01g0290700,MH02g0033300
MH05g0401100,MH06g0589300
MH04g0268300,MH07g0274000
MH11g0658200,MH01g0148600
MH03g0443300,MH01g0011900
MH06g0236200,MH11g0423200
MH06g0674000,MH01g0016600
MH05g0150700,MH11g0543500
MH09g0199200,MH12g0292700
MH07g0222500,MH10g0179400
MH06g0609700,MH06g0335200
MH05g0528100,MH09g0046200
MH09g0386300,MH04g0173000
MH06g0675700,MH01g0462000
MH02g0586100,MH09g0158200
MH06g0399800,MH11g0407000
MH08g0402700,MH11g0192900
MH02g0247800,MH08g0368300
MH04g0168000,MH07g0241900
MH02g0613000,MH02g0665600
MH02g0217600,MH04g0634600
MH08g0268900,MH08g0118300
MH12g0124600,MH02g0233100
MH11g0448700,MH11g0084100
MH11g0117200,MH07g0331400
MH12g0293700,MH02g0076300
MH03g0062900,MH03g0287500
MH01g0157300,MH11g0362700
MH10g0360300,MH12g0235700
MH02g0247800,MH12g0137300
MH02g0237600,MH11g0570100
MH10g0397400,MH01g0503100
MH12g0183400,MH02g0398700
MH03g0235500,MH02g0502100
MH07g0102600,MH11g0528300
MH03g0551000,MH11g0353500
MH02g0602700,MH11g0421300
MH11g0213200,MH04g0226100
MH01g0815500,MH06g0167700
MH12g0010800,MH04g0666700
MH09g0136900,MH04g0640000
MH04g0626900,MH02g0553700
MH02g0308200,MH07g0113600
MH11g0349200,MH01g0388700
MH11g0370600,MH01g0309100
MH03g0323300,MH10g0015100
MH02g0609800,MH11g0220000
MH05g0507600,MH11g0252800
MH04g0267200,MH11g0367600
MH02g0276200,MH12g0249200
MH04g0050600,MH06g0701700
MH12g0122400,MH06g0122600
MH06g0210200,MH04g0358300
MH05g0540000,MH03g0432100
MH03g0075800,MH11g0413600
MH06g0512000,MH06g0464000
MH01g0481400,MH02g0167700
MH06g0253100,MH01g0285400
MH05g0376900,MH02g0086900
MH06g0309500,MH03g0091300
MH04g0611400,MH06g0187200
MH11g0280400,MH04g0589900
MH08g0311800,MH08g0270700
MH08g0125300,MH03g0653700
MH03g0505900,MH12g0411400
MH12g0203000,MH11g0572100
MH04g0673800,MH09g0029900
MH08g0532400,MH06g0336600
MH03g0443100,MH05g0339300
MH02g0487800,MH08g0029500
MH09g0059100,MH11g0210500
MH06g0075400,MH10g0066700
MH02g0226400,MH04g0625700
MH02g0466500,MH11g0119100
MH04g0336300,MH10g0174800
MH08g0359600,MH01g0019300
MH03g0095700,MH03g0616200
MH10g0047600,MH06g0494000
MH08g0475200,MH03g0383200
MH06g0378900,MH04g0606500
MH07g0209400,MH11g0018100
MH05g0474000,MH03g0174500
MH10g0237500,MH01g0605300
MH10g0124400,MH05g0287000
MH11g0385600,MH10g0244200
MH06g0382100,MH12g0226500
MH09g0434200,MH05g0072900
MH05g0429300,MH03g0270000
MH08g0482000,MH06g0549100
MH03g0237800,MH05g0051900
MH03g0379400,MH05g0078100
MH12g0137600,MH11g0073100
MH02g0294500,MH01g0400800
MH01g0311400,MH04g0663400
MH07g0321000,MH01g0250300
MH01g0549700,MH01g0721900
MH07g0301700,MH01g0295600
MH10g0318400,MH01g0518200
MH05g0564000,MH12g0292600
MH07g0466400,MH03g0021100
MH08g0359400,MH10g0116700
MH12g0369100,MH04g0027800
MH05g0157900,MH09g0219000
MH06g0309500,MH04g0194300
MH03g0671700,MH06g0444200
MH08g0387200,MH09g0468200
MH04g0610900,MH05g0071400
MH10g0035300,MH06g0315200
MH10g0061500,MH05g0189400
MH09g0108200,MH02g0110600
MH09g0138400,MH05g0417900
MH09g0473000,MH11g0440500
MH05g0031400,MH08g0299400
MH11g0546700,MH06g0166700
MH02g0689000,MH06g0413100
MH03g0722900,MH04g0067600
MH06g0252300,MH03g0360300
MH07g0034000,MH12g0188000
MH08g0059900,MH11g0116200
MH03g0550000,MH09g0154800
MH09g0459100,MH06g0290600
MH05g0297500,MH07g0483300
MH01g0516100,MH06g0550600
MH12g0318200,MH11g0085700
MH08g0473000,MH03g0216200
MH03g0037700,MH06g0316600
MH02g0507800,MH03g0171400
MH03g0739600,MH05g0105800
MH02g0340000,MH06g0302000
MH11g0589600,MH12g0280100
MH08g0058800,MH07g0088700
MH06g0379000,MH10g0419000
MH01g0494600,MH05g0239400
MH05g0546400,MH09g0150400
MH10g0381500,MH05g0234800
MH06g0104000,MH03g0515900
MH06g0688300,MH09g0366000
MH10g0318900,MH03g0095000
MH07g0477700,MH11g0116400
MH01g0404800,MH05g0282500
MH08g0372400,MH03g0043300
MH03g0334500,MH05g0292600
MH11g0343300,MH05g0124600
MH03g0407400,MH04g0101200
MH01g0281800,MH06g0336800
MH10g0348500,MH06g0692000
MH10g0115200,MH08g0384400
MH08g0114900,MH07g0233800
MH02g0355100,MH06g0108800
MH10g0060800,MH04g0511200
MH09g0267300,MH06g0586300
MH07g0190100,MH04g0172800
MH11g0416900,MH06g0330800
MH02g0542400,MH03g0109100
MH01g0478100,MH10g0244500
MH10g0348300,MH03g0114500
MH01g0621800,MH01g0322600
MH01g0294000,MH02g0281300
MH08g0242700,MH10g0061700
MH03g0652500,MH07g0050600
MH01g0423600,MH08g0154700
MH10g0326100,MH09g0314200
MH02g0212100,MH12g0047700
MH10g0042200,MH09g0046800
MH11g0267900,MH11g0376200
MH09g0269200,MH07g0089900
MH12g0212500,MH10g0011100
MH08g0555000,MH11g0519900
MH03g0019500,MH06g0678300
MH11g0211200,MH10g0103500
MH09g0468400,MH10g0419400
MH12g0280100,MH04g0514300
MH04g0213000,MH08g0248300
MH05g0030800,MH06g0669200
MH02g0396500,MH11g0522200
MH04g0098600,MH03g0216300
MH12g0243500,MH07g0185200
MH11g0452600,MH01g0294300
MH05g0361100,MH07g0155900
MH01g0730800,MH09g0159500
MH01g0323900,MH05g0077000
MH12g0201200,MH08g0365400
MH06g0059800,MH09g0105400
MH04g0331800,MH08g0342600
MH02g0706600,MH05g0425700
MH05g0258100,MH01g0596900
MH10g0104300,MH02g0494100
MH04g0108200,MH12g0204800
MH07g0161600,MH04g0281700
MH08g0026000,MH11g0447400
MH03g0095000,MH03g0761300
MH07g0437000,MH02g0617600
MH04g0521200,MH07g0271800
MH01g0693400,MH08g0225300
MH08g0057900,MH10g0432200
MH04g0047200,MH08g0260400
MH07g0334600,MH01g0048800
MH10g0255100,MH06g0279100
MH04g0188200,MH03g0024900
MH04g0126900,MH03g0590800
MH04g0361400,MH12g0172900
MH10g0331200,MH02g0262600
MH04g0152800,MH05g0266000
MH05g0290400,MH04g0573700
MH10g0290300,MH08g0270300
MH05g0118900,MH05g0021800
MH01g0636100,MH05g0129600
MH02g0080700,MH05g0055200
MH08g0242300,MH03g0104100
MH06g0266500,MH03g0416500
MH07g0535300,MH11g0354500
MH01g0579400,MH06g0685800
MH05g0268300,MH05g0029200
MH05g0097900,MH02g0461600
MH01g0279900,MH07g0021500
MH03g0682800,MH02g0571300
MH02g0170700,MH06g0659800
MH07g0514700,MH03g0649200
MH03g0336400,MH10g0186400
MH06g0710800,MH04g0127500
MH03g0258200,MH03g0538300
MH10g0231200,MH07g0408900
MH01g0123200,MH12g0058000
MH02g0281600,MH06g0552600
MH03g0282700,MH10g0056900
MH08g0313300,MH06g0079400
MH06g0335300,MH01g0340100
MH05g0013800,MH02g0553100
MH01g0221700,MH08g0273800
MH03g0439200,MH04g0141100
MH06g0156100,MH08g0555900
MH10g0045300,MH09g0157100
MH05g0285500,MH02g0090200
MH06g0643500,MH11g0382800
MH02g0358400,MH04g0301800
MH04g0294200,MH10g0284300
MH01g0420300,MH09g0361500
MH05g0193400,MH11g0351300
MH09g0068600,MH03g0440300
MH01g0738200,MH09g0068200
MH12g0069100,MH09g0413800
MH08g0258100,MH01g0461800
MH12g0213300,MH03g0138300
MH09g0237300,MH04g0103400
MH04g0034000,MH03g0517800
MH03g0123700,MH01g0498800
MH03g0229500,MH12g0183300
MH09g0024800,MH07g0013000
MH10g0041900,MH04g0233100
MH09g0337600,MH03g0326400
MH03g0496500,MH07g0468100
MH08g0413900,MH12g0104600
MH08g0104400,MH09g0216000
MH04g0377800,MH04g0333600
MH06g0468500,MH01g0297500
MH01g0670600,MH04g0614400
MH11g0485700,MH11g0651400
MH09g0400800,MH11g0220200
MH11g0662200,MH11g0184800
MH09g0407600,MH11g0375200
MH06g0405900,MH11g0448000
MH02g0698000,MH03g0277000
MH11g0108700,MH08g0112400
MH02g0212100,MH02g0590800
MH12g0018000,MH04g0197900
MH05g0321500,MH02g0038100
MH08g0090300,MH07g0231500
MH12g0261200,MH07g0136600
MH09g0326300,MH02g0208700
MH03g0589200,MH09g0382600
MH02g0331500,MH06g0446900
MH04g0330900,MH04g0429100
MH01g0745800,MH04g0071000
MH01g0409600,MH07g0332600
MH11g0500600,MH01g0074600
MH11g0631500,MH05g0467400
MH07g0225200,MH11g0405900
MH08g0207900,MH07g0021200
MH05g0527500,MH09g0298300
MH01g0073400,MH06g0110000
MH11g0047000,MH04g0149600
MH08g0509500,MH08g0050500
MH11g0579800,MH01g0345400
MH04g0488700,MH08g0377100
MH08g0210100,MH07g0143600
MH07g0529300,MH01g0525300
MH12g0242300,MH05g0420900
MH11g0385000,MH04g0210700
MH03g0649800,MH09g0465400
MH09g0045200,MH01g0264700
MH09g0176000,MH06g0285600
MH12g0239200,MH03g0129600
MH12g0314200,MH03g0402900
MH11g0125700,MH11g0571800
MH07g0239600,MH11g0123300
MH06g0290500,MH04g0050700
MH06g0273700,MH02g0113000
MH01g0729000,MH05g0089100
MH09g0089200,MH01g0340700
MH06g0224600,MH04g0270400
MH03g0238100,MH01g0548800
MH08g0157000,MH03g0515600
MH09g0027000,MH04g0271900
MH03g0682400,MH04g0188100
MH02g0439800,MH02g0641300
MH03g0761800,MH12g0262000
MH08g0125200,MH09g0151900
MH01g0296700,MH11g0465600
MH10g0057200,MH02g0425900
MH09g0451100,MH12g0177700
MH07g0118500,MH10g0167300
MH07g0245300,MH08g0150000
MH11g0386500,MH12g0409900
MH08g0510300,MHUN01g00100
MH01g0634700,MH07g0084400
MH12g0110300,MH03g0404500
MH05g0208400,MH02g0068900
MH12g0051000,MH06g0215900
MH11g0190000,MH08g0135000
MH07g0127500,MH12g0242100
MH12g0150300,MH01g0687200
MH07g0076900,MH06g0397600
MH06g0253500,MH10g0037900
MH02g0495900,MH11g0572900
MH05g0513600,MH06g0477700
MH01g0394700,MH03g0320000
MH01g0133600,MH10g0186700
MH01g0217000,MH06g0275100
MH03g0357500,MH04g0280500
MH10g0225300,MH08g0133000
MH10g0436300,MH04g0379100
MH11g0079100,MH09g0071900
MH05g0371500,MH11g0531800
MH11g0400200,MH04g0655000
MH08g0485300,MH02g0524000
MH03g0193900,MH08g0427800
MH09g0068900,MH09g0069500
MH09g0222700,MH03g0617700
MH07g0378300,MH02g0170600
MH04g0643700,MH03g0208300
MH01g0375300,MH12g0129100
MH02g0266600,MH02g0513900
MH03g0513500,MH07g0365000
MH07g0142900,MH09g0239400
MH03g0108000,MH11g0490600
MH08g0465300,MH09g0300400
MH03g0255500,MH01g0566300
MH06g0669300,MH12g0409200
MH08g0261700,MH11g0305800
MH02g0070800,MH04g0574100
MH06g0243700,MH08g0374900
MH01g0222300,MH03g0281000
MH09g0395500,MH12g0050000
MH06g0210100,MH03g0675800
MH01g0687600,MH12g0037900
MH03g0176100,MH01g0320500
MH03g0043800,MH09g0382700
MH06g0474600,MH10g0062100
MH02g0624100,MH01g0176600
MH07g0114300,MH05g0504300
MH08g0555400,MH03g0505100
MH09g0178900,MH09g0305400
MH09g0108500,MH11g0577000
MH04g0545900,MH04g0195200
MH08g0462000,MH08g0358800
MH05g0028400,MH05g0062500
MH05g0406500,MH04g0105900
MH03g0278000,MH05g0076100
MH08g0425800,MH09g0388100
MH02g0516400,MH06g0397200
MH04g0132700,MH03g0114200
MH12g0318700,MH08g0428200
MH04g0042700,MH09g0168200
MH05g0043900,MH04g0470300
MH04g0411600,MH12g0045900
MH11g0435000,MH02g0593200
MH09g0462000,MH05g0307200
MH09g0364650,MH07g0401200
MH06g0456200,MH11g0309600
MH02g0557900,MH11g0218500
MH05g0477200,MH03g0132000
MH06g0159600,MH08g0028700
MH07g0106900,MH07g0420400
MH10g0325400,MH04g0143700
MH08g0510500,MH10g0071000
MH04g0337900,MH01g0161100
MH06g0398600,MH02g0250600
MH10g0225300,MH05g0466100
MH01g0495700,MH01g0318100
MH04g0248900,MH04g0135500
MH07g0090100,MH10g0079900
MH11g0446500,MH01g0541300
MH11g0189600,MH01g0811700
MHUN02g00108,MH06g0331100
MH11g0348000,MH06g0330800
MH05g0545300,MH06g0352700
MH02g0287000,MH08g0155000
MH12g0182400,MH05g0037800
MH08g0359700,MH03g0217000
MH05g0179600,MH01g0697500
MH09g0100000,MH06g0460900
MH05g0532900,MH03g0762400
MH09g0185600,MH03g0622500
MH07g0318000,MH12g0247400
MH01g0789600,MH07g0425500
MH05g0515700,MH02g0010500
MH04g0188000,MH01g0815700
MH03g0504900,MH06g0703200
MH10g0401000,MH06g0199700
MH12g0245400,MH10g0353500
MH01g0627400,MH03g0361400
MH05g0024500,MH04g0142600
MH09g0146300,MH07g0120700
MH09g0086400,MH07g0396600
MH11g0188900,MH07g0425000
MH02g0052600,MH09g0187100
MH11g0566300,MH06g0027000
MH06g0617200,MH10g0330300
MH08g0134100,MH02g0205800
MH10g0168100,MH06g0623800
MH05g0516600,MH07g0149300
MH07g0400600,MH08g0334000
MH01g0427700,MH03g0133800
MH01g0750100,MH07g0417500
MH06g0486200,MH12g0155400
MH05g0103300,MH07g0531800
MH07g0322200,MH09g0395600
MH06g0552900,MH12g0404300
MH02g0495500,MH07g0236900
MH02g0170600,MH12g0156100
MH01g0590800,MH12g0212200
MH10g0136100,MH01g0791500
MH02g0169600,MH05g0293800
MH02g0021100,MH11g0208200
MH11g0398700,MH09g0090800
MH12g0459600,MH06g0551500
MH05g0261800,MH01g0704000
MH08g0434300,MH08g0051000
MH12g0191000,MH04g0199200
MH01g0818500,MH11g0648400
MH12g0394900,MH08g0111500
MH03g0443200,MH12g0326800
MH02g0399900,MH10g0257300
MH02g0168100,MH05g0279700
MH10g0314400,MH01g0523800
MH06g0219900,MH12g0350200
MH02g0676400,MH03g0491300
MH05g0297400,MH12g0364100
MH12g0386300,MH09g0042200
MH11g0391900,MH04g0155100
MH12g0404500,MH03g0433600
MH07g0124200,MH10g0366600
MH03g0594900,MH09g0307400
MH06g0329800,MH12g0155300
MH11g0392500,MH04g0080000
MH07g0267300,MH02g0700000
MH01g0278100,MH02g0640600
MH09g0429300,MH03g0279300
MH03g0115700,MH09g0451000
MH06g0281900,MH03g0145700
MH11g0122500,MH10g0164400
MH03g0010300,MH12g0189200
MH08g0396500,MH12g0460100
MH04g0548200,MH09g0406500
MH03g0477100,MH08g0158600
MH02g0270700,MH05g0176600
MH01g0784900,MH01g0228800
MH03g0268900,MH07g0394700
MH11g0500700,MH01g0761300
MH07g0138000,MH08g0427800
MH11g0137800,MH03g0341200
MH02g0161600,MH05g0016000
MH02g0164200,MH07g0476200
MH09g0227400,MH11g0437600
